parking_id,name,num_stops_1200m,total_daily_trips,total_routes,nearest_stop_distance_m,avg_walk_distance_m,scenario,buffer_distance_m,has_adequate_transit,trips_per_stop,stops_score,frequency_score,reliability_score,proximity_score,diversity_score,accessibility_score,service_quality,reliability_class,rank_extended
397,"Location (35.0823, -85.0584)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,357
398,"Location (35.0925, -85.3044)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,358
393,"Location (35.0915, -85.0651)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,359
396,"Location (35.0201, -85.3403)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,360
62,"Location (35.1383, -85.2797)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,361
55,"Location (35.0053, -85.1493)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,362
314,"Location (35.0871, -85.3372)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,363
316,"Location (35.0818, -85.0849)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,364
319,"Location (35.1221, -85.3072)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,365
318,"Location (35.1511, -85.2485)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,366
323,Short Term Lot,0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,367
325,"Location (35.1342, -85.2822)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,368
329,"Location (35.0448, -85.3571)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,369
146,"Location (35.0069, -85.3887)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,370
147,"Location (35.1593, -85.1957)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,371
150,"Location (35.1089, -85.2135)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,372
153,"Location (35.1194, -85.2907)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,373
155,"Location (35.0186, -85.1714)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,374
64,"Location (35.0302, -85.2171)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,375
66,"Location (35.0081, -85.3889)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,376
68,"Location (35.0124, -85.1897)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,377
63,"Location (35.0501, -85.1270)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,378
410,"Location (35.1467, -85.2214)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,379
409,"Location (35.1526, -85.2421)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,380
407,"Location (35.1551, -85.2482)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,381
402,"Location (35.0930, -85.3052)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,382
19,Long Term Lot 2,0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,383
114,"Location (35.0822, -85.3207)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,384
413,"Location (35.0341, -85.2065)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,385
411,"Location (35.1243, -85.3020)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,386
129,"Location (35.0129, -85.1886)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,387
124,"Location (35.1105, -85.3209)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,388
296,"Location (35.0075, -85.3910)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,389
130,"Location (35.1035, -85.3245)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,390
299,"Location (35.1287, -85.2139)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,391
304,"Location (35.0833, -85.0578)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,392
306,"Location (35.1201, -85.3055)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,393
391,"Location (35.0350, -85.2069)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,394
335,"Location (35.1103, -85.2954)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,395
334,"Location (35.1127, -85.2054)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,396
333,"Location (35.1408, -85.2294)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,397
332,"Location (35.1218, -85.2935)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,398
330,"Location (35.0257, -85.2176)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,399
109,"Location (35.1148, -85.2930)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,400
107,"Location (35.0129, -85.1873)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,401
105,"Location (35.0069, -85.3905)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,402
102,"Location (35.0059, -85.3898)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,403
288,"Location (35.1208, -85.2904)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,404
281,"Location (35.0591, -85.1535)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,405
280,"Location (35.0587, -85.1503)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,406
278,"Location (35.1455, -85.2208)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,407
276,"Location (35.1002, -85.1353)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,408
273,"Location (35.1149, -85.2919)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,409
272,"Location (35.0114, -85.1634)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,410
264,"Location (35.1193, -85.2882)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,411
164,"Location (35.0823, -85.0555)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,412
163,"Location (35.0142, -85.1878)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,413
159,"Location (35.1072, -85.2956)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,414
78,"Location (35.0980, -85.3290)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,415
350,"Location (35.0904, -85.0655)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,416
353,"Location (35.1099, -85.2164)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,417
74,"Location (35.0828, -85.0824)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,418
194,"Location (35.1413, -85.2302)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,419
190,"Location (35.0162, -85.3838)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,420
80,"Location (35.0309, -85.3631)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,421
83,Ooltewah High School's Parking Lot #1,0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,422
348,"Location (35.0184, -85.3377)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,423
340,"Location (35.0433, -85.1403)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,424
346,"Location (35.1409, -85.1748)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,425
342,"Location (35.0199, -85.3403)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,426
204,"Location (35.0126, -85.1632)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,427
208,"Location (35.0842, -85.0707)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,428
237,"Location (35.0488, -85.1461)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,429
235,"Location (35.0107, -85.1644)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,430
240,"Location (35.1240, -85.3062)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,431
246,"Location (35.1445, -85.2190)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,432
248,Ooltewah High School's Parking Lot #3,0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,433
251,"Location (35.0911, -85.0611)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,434
174,"Location (35.1454, -85.2251)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,435
170,"Location (35.1357, -85.2813)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,436
167,"Location (35.0087, -85.3899)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,437
228,"Location (35.0604, -85.1544)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,438
221,"Location (35.1126, -85.3250)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,439
186,"Location (35.0817, -85.0863)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,440
223,"Location (35.0448, -85.3341)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,441
216,"Location (35.0953, -85.0624)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,442
92,"Location (35.0132, -85.1859)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,443
89,"Location (35.0092, -85.3859)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,444
100,"Location (35.0668, -85.2066)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,445
360,"Location (35.1561, -85.1967)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,446
379,"Location (35.0839, -85.0634)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,447
386,"Location (35.0425, -85.1978)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,448
361,"Location (35.0821, -85.0836)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,449
375,"Location (35.0820, -85.0842)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,450
43,"Location (35.0740, -85.1042)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,451
39,"Location (35.1830, -85.2430)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,452
45,"Location (35.0924, -85.3103)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,453
44,"Location (35.0956, -85.0595)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,454
418,"Location (35.0909, -85.0653)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,455
8,"Location (35.1481, -85.2070)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,456
3,"Location (35.0053, -85.3929)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,457
6,"Location (35.1542, -85.2470)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,458
