parking_id,name,num_stops_400m,total_daily_trips,total_routes,nearest_stop_distance_m,avg_walk_distance_m,scenario,buffer_distance_m,has_adequate_transit,trips_per_stop,stops_score,frequency_score,reliability_score,proximity_score,diversity_score,accessibility_score,service_quality,reliability_class,rank_conservative
277,"Location (35.0149, -85.2092)",5,445,5,37,138,conservative,400,True,89.0,8.2,3.89,100,99.63,2.63,38.42,excellent,High Reliability,172
427,"Location (35.0628, -85.3131)",6,316,6,136,245,conservative,400,True,52.666666666666664,9.84,2.76,100,98.64,3.16,38.4,excellent,High Reliability,173
231,"Location (35.0061, -85.2141)",5,517,5,262,301,conservative,400,True,103.4,8.2,4.51,100,97.38,2.63,38.27,excellent,High Reliability,174
28,"Location (35.0404, -85.3213)",5,315,5,144,274,conservative,400,True,63.0,8.2,2.75,100,98.56,2.63,37.92,excellent,High Reliability,175
21,"Location (35.0295, -85.3069)",5,375,5,258,320,conservative,400,True,75.0,8.2,3.27,100,97.42,2.63,37.91,excellent,High Reliability,176
110,"Location (35.0308, -85.3055)",5,375,5,299,327,conservative,400,True,75.0,8.2,3.27,100,97.01,2.63,37.85,excellent,High Reliability,177
65,"Location (35.0632, -85.3147)",5,256,5,92,258,conservative,400,True,51.2,8.2,2.24,100,99.08,2.63,37.84,excellent,High Reliability,178
52,"Location (35.0554, -85.3148)",2,888,4,352,374,conservative,400,True,444.0,3.28,7.75,100,96.48,2.11,37.83,excellent,Moderate Reliability,179
436,"Location (35.0614, -85.2981)",5,300,5,186,261,conservative,400,True,60.0,8.2,2.62,100,98.14,2.63,37.82,excellent,High Reliability,180
294,"Location (35.0499, -85.3206)",5,272,5,173,279,conservative,400,True,54.4,8.2,2.37,100,98.27,2.63,37.77,excellent,High Reliability,181
309,"Location (35.0601, -85.3027)",4,386,6,158,233,conservative,400,True,96.5,6.56,3.37,100,98.42,3.16,37.73,excellent,High Reliability,182
266,"Location (35.0807, -85.2638)",5,130,8,56,203,conservative,400,True,26.0,8.2,1.14,100,99.44,4.21,37.73,excellent,High Reliability,183
423,"Location (35.0323, -85.1858)",4,414,4,189,268,conservative,400,True,103.5,6.56,3.61,100,98.11,2.11,37.65,excellent,High Reliability,184
36,"Location (35.0142, -85.2121)",4,342,4,133,269,conservative,400,True,85.5,6.56,2.99,100,98.67,2.11,37.55,excellent,High Reliability,185
156,"Location (35.0327, -85.1841)",4,414,4,262,322,conservative,400,True,103.5,6.56,3.61,100,97.38,2.11,37.54,excellent,High Reliability,186
142,"Location (35.0196, -85.3137)",4,300,4,158,205,conservative,400,True,75.0,6.56,2.62,100,98.42,2.11,37.4,excellent,High Reliability,187
244,"Location (35.1181, -85.2505)",4,240,4,90,159,conservative,400,True,60.0,6.56,2.1,100,99.1,2.11,37.34,excellent,High Reliability,188
262,"Location (35.0388, -85.1575)",3,413,3,187,277,conservative,400,True,137.66666666666666,4.92,3.61,100,98.13,1.58,37.19,excellent,High Reliability,189
444,"Location (35.0226, -85.3200)",4,196,4,181,251,conservative,400,True,49.0,6.56,1.71,100,98.19,2.11,37.09,excellent,High Reliability,190
226,"Location (35.0600, -85.3011)",4,240,4,266,330,conservative,400,True,60.0,6.56,2.1,100,97.34,2.11,37.08,excellent,High Reliability,191
77,"Location (35.0373, -85.3177)",4,252,4,311,346,conservative,400,True,63.0,6.56,2.2,100,96.89,2.11,37.04,excellent,High Reliability,192
7,"Location (35.0098, -85.2057)",3,311,3,158,188,conservative,400,True,103.66666666666667,4.92,2.72,100,98.42,1.58,36.97,excellent,High Reliability,193
356,"Location (35.0318, -85.1846)",3,311,3,154,206,conservative,400,True,103.66666666666667,4.92,2.72,100,98.46,1.58,36.97,excellent,High Reliability,194
12,"Location (35.0266, -85.1941)",3,311,3,183,219,conservative,400,True,103.66666666666667,4.92,2.72,100,98.17,1.58,36.93,excellent,High Reliability,195
178,"Location (35.0213, -85.3238)",4,196,4,307,330,conservative,400,True,49.0,6.56,1.71,100,96.93,2.11,36.9,excellent,High Reliability,196
115,"Location (35.0331, -85.1567)",3,311,3,235,283,conservative,400,True,103.66666666666667,4.92,2.72,100,97.65,1.58,36.85,excellent,High Reliability,197
25,"Location (35.0486, -85.3163)",4,146,4,299,351,conservative,400,True,36.5,6.56,1.27,100,97.01,2.11,36.78,excellent,High Reliability,198
29,"Location (35.0365, -85.1552)",3,311,3,292,311,conservative,400,True,103.66666666666667,4.92,2.72,100,97.08,1.58,36.76,excellent,High Reliability,199
10,"Location (35.0348, -85.1568)",3,311,3,338,359,conservative,400,True,103.66666666666667,4.92,2.72,100,96.62,1.58,36.69,excellent,High Reliability,200
269,"Location (35.0245, -85.3113)",3,225,3,218,269,conservative,400,True,75.0,4.92,1.96,100,97.82,1.58,36.65,excellent,High Reliability,201
151,"Location (35.1293, -85.2475)",3,134,3,100,171,conservative,400,True,44.666666666666664,4.92,1.17,100,99.0,1.58,36.59,excellent,High Reliability,202
95,"Location (35.0369, -85.1581)",2,310,2,216,293,conservative,400,True,155.0,3.28,2.71,100,97.84,1.05,36.41,excellent,Moderate Reliability,203
24,"Location (35.0395, -85.1549)",2,206,2,78,106,conservative,400,True,103.0,3.28,1.8,100,99.22,1.05,36.35,excellent,Moderate Reliability,204
42,"Location (35.0338, -85.1606)",2,310,2,267,302,conservative,400,True,155.0,3.28,2.71,100,97.33,1.05,36.34,excellent,Moderate Reliability,205
17,"Location (35.0321, -85.1578)",2,207,2,117,220,conservative,400,True,103.5,3.28,1.81,100,98.83,1.05,36.29,excellent,Moderate Reliability,206
34,"Location (35.1296, -85.2415)",2,180,2,110,232,conservative,400,True,90.0,3.28,1.57,100,98.9,1.05,36.23,excellent,Moderate Reliability,207
230,"Location (35.1320, -85.2399)",2,180,2,129,242,conservative,400,True,90.0,3.28,1.57,100,98.71,1.05,36.2,excellent,Moderate Reliability,208
35,"Location (35.1314, -85.2414)",2,180,2,157,222,conservative,400,True,90.0,3.28,1.57,100,98.43,1.05,36.16,excellent,Moderate Reliability,209
13,"Location (35.1397, -85.2457)",2,120,2,174,179,conservative,400,True,60.0,3.28,1.05,100,98.26,1.05,35.98,excellent,Moderate Reliability,210
195,"Location (35.1310, -85.2387)",2,180,2,289,293,conservative,400,True,90.0,3.28,1.57,100,97.11,1.05,35.96,excellent,Moderate Reliability,211
47,"Location (35.1304, -85.2379)",2,180,2,310,350,conservative,400,True,90.0,3.28,1.57,100,96.9,1.05,35.93,excellent,Moderate Reliability,212
75,"Location (35.0366, -85.1597)",1,207,1,74,74,conservative,400,True,207.0,1.64,1.81,100,99.26,0.53,35.89,excellent,Low Reliability,213
5,"Location (34.9952, -85.3113)",2,150,2,309,337,conservative,400,True,75.0,3.28,1.31,100,96.91,1.05,35.85,excellent,Moderate Reliability,214
58,"Location (35.0353, -85.1609)",1,207,1,177,177,conservative,400,True,207.0,1.64,1.81,100,98.23,0.53,35.74,excellent,Low Reliability,215
57,"Location (35.1355, -85.2454)",2,120,2,346,352,conservative,400,True,60.0,3.28,1.05,100,96.54,1.05,35.72,excellent,Moderate Reliability,216
210,"Location (35.0323, -85.1595)",1,103,1,73,73,conservative,400,True,103.0,1.64,0.9,100,99.27,0.53,35.62,excellent,Low Reliability,217
70,"Location (35.1287, -85.2380)",1,120,1,248,248,conservative,400,True,120.0,1.64,1.05,100,97.52,0.53,35.4,excellent,Low Reliability,218
86,"Location (35.1268, -85.2384)",1,120,1,306,306,conservative,400,True,120.0,1.64,1.05,100,96.94,0.53,35.32,excellent,Low Reliability,219
81,"Location (35.0743, -85.1868)",5,85,5,170,306,conservative,400,True,17.0,8.2,0.74,80,98.3,2.63,33.28,good,High Reliability,220
182,"Location (35.0730, -85.1843)",4,68,4,153,254,conservative,400,True,17.0,6.56,0.59,80,98.47,2.11,32.8,good,High Reliability,221
390,"Location (35.0721, -85.1320)",4,64,5,208,296,conservative,400,True,16.0,6.56,0.56,80,97.92,2.63,32.76,good,High Reliability,222
297,"Location (35.0565, -85.2797)",3,80,6,135,220,conservative,400,True,26.666666666666668,4.92,0.7,80,98.65,3.16,32.55,good,High Reliability,223
48,"Location (35.0574, -85.2803)",3,80,6,167,253,conservative,400,True,26.666666666666668,4.92,0.7,80,98.33,3.16,32.5,good,High Reliability,224
53,"Location (35.0985, -85.2375)",3,64,3,194,284,conservative,400,True,21.333333333333332,4.92,0.56,80,98.06,1.58,32.26,good,High Reliability,225
72,"Location (35.0985, -85.2411)",3,64,3,229,233,conservative,400,True,21.333333333333332,4.92,0.56,80,97.71,1.58,32.21,good,High Reliability,226
225,"Location (35.0730, -85.1531)",3,56,4,263,303,conservative,400,True,18.666666666666668,4.92,0.49,80,97.37,2.11,32.19,good,High Reliability,227
303,"Location (35.0959, -85.2549)",3,64,4,288,312,conservative,400,True,21.333333333333332,4.92,0.56,80,97.12,2.11,32.18,good,High Reliability,228
193,"Location (35.0717, -85.1848)",3,51,3,284,328,conservative,400,True,17.0,4.92,0.45,80,97.16,1.58,32.09,good,High Reliability,229
206,"Location (35.0782, -85.2666)",2,64,4,87,240,conservative,400,True,32.0,3.28,0.56,80,99.13,2.11,32.07,good,Moderate Reliability,230
30,"Location (35.0714, -85.1375)",3,51,3,307,321,conservative,400,True,17.0,4.92,0.45,80,96.93,1.58,32.06,good,High Reliability,231
128,"Location (35.0543, -85.2811)",2,56,4,159,174,conservative,400,True,28.0,3.28,0.49,80,98.41,2.11,31.94,good,Moderate Reliability,232
162,"Location (35.0554, -85.2832)",2,56,4,205,207,conservative,400,True,28.0,3.28,0.49,80,97.95,2.11,31.87,good,Moderate Reliability,233
198,"Location (35.0546, -85.2827)",2,56,4,206,212,conservative,400,True,28.0,3.28,0.49,80,97.94,2.11,31.87,good,Moderate Reliability,234
243,"Location (35.1330, -85.2406)",1,60,1,45,45,conservative,400,True,60.0,1.64,0.52,80,99.55,0.53,31.55,good,Low Reliability,235
238,"Location (35.1338, -85.2408)",1,60,1,110,110,conservative,400,True,60.0,1.64,0.52,80,98.9,0.53,31.45,good,Low Reliability,236
196,"Location (35.1336, -85.2397)",1,60,1,145,145,conservative,400,True,60.0,1.64,0.52,80,98.55,0.53,31.4,good,Low Reliability,237
90,Highland Plaza,1,60,1,170,170,conservative,400,True,60.0,1.64,0.52,80,98.3,0.53,31.36,good,Low Reliability,238
16,"Location (35.1371, -85.2424)",1,60,1,234,234,conservative,400,True,60.0,1.64,0.52,80,97.66,0.53,31.27,good,Low Reliability,239
187,"Location (35.1345, -85.2393)",1,60,1,244,244,conservative,400,True,60.0,1.64,0.52,80,97.56,0.53,31.25,good,Low Reliability,240
49,"Location (35.1323, -85.2382)",1,60,1,258,258,conservative,400,True,60.0,1.64,0.52,80,97.42,0.53,31.23,good,Low Reliability,241
15,"Location (35.1343, -85.2443)",1,60,1,347,347,conservative,400,True,60.0,1.64,0.52,80,96.53,0.53,31.1,good,Low Reliability,242
137,"Location (35.0505, -85.3152)",1,60,1,375,375,conservative,400,True,60.0,1.64,0.52,80,96.25,0.53,31.06,good,Low Reliability,243
166,"Location (35.1325, -85.2367)",1,60,1,395,395,conservative,400,True,60.0,1.64,0.52,80,96.05,0.53,31.03,good,Low Reliability,244
126,"Location (35.0871, -85.1891)",5,47,5,69,260,conservative,400,True,9.4,8.2,0.41,60,99.31,2.63,29.33,fair,Moderate Reliability,245
202,"Location (35.0730, -85.2366)",4,37,4,122,202,conservative,400,True,9.25,6.56,0.32,60,98.78,2.11,28.76,fair,Moderate Reliability,246
11,VWGoA,3,38,4,114,190,conservative,400,True,12.666666666666666,4.92,0.33,60,98.86,2.11,28.37,fair,Moderate Reliability,247
133,"Location (35.0580, -85.2772)",2,39,3,101,206,conservative,400,True,19.5,3.28,0.34,60,98.99,1.58,27.93,fair,Moderate Reliability,248
104,"Location (35.0700, -85.1410)",2,34,2,65,90,conservative,400,True,17.0,3.28,0.3,60,99.35,1.05,27.92,fair,Moderate Reliability,249
9,VWGoA,2,34,2,102,104,conservative,400,True,17.0,3.28,0.3,60,98.98,1.05,27.86,fair,Moderate Reliability,250
256,"Location (35.0625, -85.2756)",2,32,2,175,243,conservative,400,True,16.0,3.28,0.28,60,98.25,1.05,27.75,fair,Moderate Reliability,251
376,"Location (35.0964, -85.2532)",2,47,3,289,344,conservative,400,True,23.5,3.28,0.41,60,97.11,1.58,27.67,fair,Moderate Reliability,252
88,"Location (35.0865, -85.1334)",1,39,2,32,32,conservative,400,True,39.0,1.64,0.34,60,99.68,1.05,27.57,fair,Low Reliability,253
218,"Location (35.1003, -85.2398)",1,30,1,93,93,conservative,400,True,30.0,1.64,0.26,60,99.07,0.53,27.4,fair,Low Reliability,254
69,"Location (35.0857, -85.1316)",1,39,2,212,212,conservative,400,True,39.0,1.64,0.34,60,97.88,1.05,27.3,fair,Low Reliability,255
82,"Location (35.0981, -85.2447)",1,32,2,213,213,conservative,400,True,32.0,1.64,0.28,60,97.87,1.05,27.28,fair,Low Reliability,256
46,"Location (35.1015, -85.2385)",1,30,1,198,198,conservative,400,True,30.0,1.64,0.26,60,98.02,0.53,27.24,fair,Low Reliability,257
219,"Location (35.0754, -85.2644)",1,32,2,290,290,conservative,400,True,32.0,1.64,0.28,60,97.1,1.05,27.16,fair,Low Reliability,258
144,"Location (35.0997, -85.2429)",1,30,1,352,352,conservative,400,True,30.0,1.64,0.26,60,96.48,0.53,27.01,fair,Low Reliability,259
118,"Location (35.0641, -85.2729)",1,17,1,123,123,conservative,400,True,17.0,1.64,0.15,40,98.77,0.53,23.32,limited,Low Reliability,260
365,"Location (35.0652, -85.2739)",1,17,1,197,197,conservative,400,True,17.0,1.64,0.15,40,98.03,0.53,23.21,limited,Low Reliability,261
183,"Location (35.0733, -85.1997)",1,17,1,366,366,conservative,400,True,17.0,1.64,0.15,40,96.34,0.53,22.96,limited,Low Reliability,262
344,"Location (35.0891, -85.1773)",1,10,1,393,393,conservative,400,True,10.0,1.64,0.09,20,96.07,0.53,18.9,limited,Low Reliability,263
79,"Location (35.0408, -85.2200)",2,2,2,292,334,conservative,400,False,1.0,3.28,0.02,0,97.08,1.05,15.49,poor,Unreliable,264
140,"Location (35.0488, -85.2413)",1,1,1,106,106,conservative,400,False,1.0,1.64,0.01,0,98.94,0.53,15.31,poor,Unreliable,265
172,"Location (35.0599, -85.1340)",1,5,1,154,154,conservative,400,True,5.0,1.64,0.04,0,98.46,0.53,15.24,poor,Unreliable,266
192,"Location (35.0966, -85.2197)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,267
71,"Location (35.0616, -85.1407)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,268
74,"Location (35.0828, -85.0824)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,269
190,"Location (35.0162, -85.3838)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,270
76,"Location (35.0475, -85.1568)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,271
189,"Location (35.0583, -85.1248)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,272
78,"Location (35.0980, -85.3290)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,273
194,"Location (35.1413, -85.2302)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,274
51,Publix Parking Lot,0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,275
188,"Location (35.1420, -85.2350)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,276
1,"Location (35.0601, -85.1836)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,277
55,"Location (35.0053, -85.1493)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,278
56,"Location (35.0567, -85.1286)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,279
23,"Location (35.1182, -85.3150)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,280
26,"Location (35.1160, -85.2772)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,281
22,"Location (35.0565, -85.1899)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,282
44,"Location (35.0956, -85.0595)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,283
50,"Location (35.0094, -85.3878)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,284
311,"Location (35.0609, -85.3222)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,285
312,"Location (35.0608, -85.1881)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,286
314,"Location (35.0871, -85.3372)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,287
316,"Location (35.0818, -85.0849)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,288
170,"Location (35.1357, -85.2813)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,289
186,"Location (35.0817, -85.0863)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,290
98,"Location (35.1246, -85.2392)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,291
99,"Location (35.0387, -85.1471)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,292
100,"Location (35.0668, -85.2066)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,293
359,"Location (35.0308, -85.1743)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,294
360,"Location (35.1561, -85.1967)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,295
43,"Location (35.0740, -85.1042)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,296
89,"Location (35.0092, -85.3859)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,297
185,"Location (35.0558, -85.1319)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,298
184,"Location (35.0620, -85.1926)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,299
92,"Location (35.0132, -85.1859)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,300
93,"Location (35.0978, -85.2685)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,301
94,"Location (35.0958, -85.2230)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,302
80,"Location (35.0309, -85.3631)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,303
83,Ooltewah High School's Parking Lot #1,0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,304
84,"Location (35.0810, -85.2970)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,305
181,"Location (35.1450, -85.2380)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,306
180,"Location (35.0911, -85.1313)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,307
87,"Location (35.0681, -85.1478)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,308
438,"Location (35.1021, -85.2307)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,309
402,"Location (35.0930, -85.3052)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,310
407,"Location (35.1551, -85.2482)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,311
437,"Location (35.0566, -85.1256)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,312
409,"Location (35.1526, -85.2421)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,313
410,"Location (35.1467, -85.2214)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,314
411,"Location (35.1243, -85.3020)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,315
413,"Location (35.0341, -85.2065)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,316
432,"Location (35.0532, -85.1858)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,317
391,"Location (35.0350, -85.2069)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,318
430,"Location (35.0120, -85.1584)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,319
33,"Location (35.0589, -85.1913)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,320
396,"Location (35.0201, -85.3403)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,321
397,"Location (35.0823, -85.0584)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,322
398,"Location (35.0925, -85.3044)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,323
441,"Location (35.1225, -85.2404)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,324
379,"Location (35.0839, -85.0634)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,325
62,"Location (35.1383, -85.2797)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,326
63,"Location (35.0501, -85.1270)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,327
64,"Location (35.0302, -85.2171)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,328
14,"Location (35.1466, -85.2510)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,329
66,"Location (35.0081, -85.3889)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,330
8,"Location (35.1481, -85.2070)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,331
68,"Location (35.0124, -85.1897)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,332
393,"Location (35.0915, -85.0651)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,333
45,"Location (35.0924, -85.3103)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,334
19,Long Term Lot 2,0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,335
174,"Location (35.1454, -85.2251)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,336
32,"Location (35.1319, -85.2351)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,337
384,"Location (35.1421, -85.2378)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,338
386,"Location (35.0425, -85.1978)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,339
387,"Location (35.0470, -85.1537)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,340
37,"Location (35.1008, -85.2344)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,341
27,Trailer Yard,0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,342
39,"Location (35.1830, -85.2430)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,343
40,Brainerd Hills Baptist Church,0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,344
2,"Location (35.1132, -85.2471)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,345
361,"Location (35.0821, -85.0836)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,346
362,"Location (35.0056, -85.2211)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,347
366,"Location (35.1449, -85.2405)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,348
428,"Location (35.1095, -85.2188)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,349
375,"Location (35.0820, -85.0842)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,350
6,"Location (35.1542, -85.2470)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,351
424,"Location (35.1284, -85.1973)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,352
418,"Location (35.0909, -85.0653)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,353
4,"Location (35.0168, -85.2999)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,354
454,"Location (35.0506, -85.1328)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,355
440,"Location (35.1558, -85.2481)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,356
