parking_id,name,num_stops_800m,total_daily_trips,total_routes,nearest_stop_distance_m,avg_walk_distance_m,scenario,buffer_distance_m,has_adequate_transit,trips_per_stop,stops_score,frequency_score,reliability_score,proximity_score,diversity_score,accessibility_score,service_quality,reliability_class,rank_moderate
345,"Location (35.0503, -85.3088)",123,20247,402,73,441,moderate,800,True,164.609756097561,77.36,84.18,100,99.27,84.1,87.89,excellent,High Reliability,21
310,Unum,133,18966,409,207,543,moderate,800,True,142.6015037593985,83.65,78.85,100,97.93,85.56,87.81,excellent,High Reliability,22
290,"Location (35.0503, -85.3092)",122,20102,401,42,436,moderate,800,True,164.7704918032787,76.73,83.57,100,99.58,83.89,87.58,excellent,High Reliability,23
292,"Location (35.0443, -85.3118)",130,19804,340,46,484,moderate,800,True,152.33846153846153,81.76,82.33,100,99.54,71.13,87.18,excellent,High Reliability,24
453,"Location (35.0450, -85.3115)",129,19986,336,37,466,moderate,800,True,154.93023255813952,81.13,83.09,100,99.63,70.29,87.18,excellent,High Reliability,25
338,"Location (35.0437, -85.3047)",126,20194,327,58,480,moderate,800,True,160.26984126984127,79.25,83.96,100,99.42,68.41,86.75,excellent,High Reliability,26
363,"Location (35.0497, -85.3039)",134,17126,428,113,574,moderate,800,True,127.80597014925372,84.28,71.2,100,98.87,89.54,86.21,excellent,High Reliability,27
113,"Location (35.0468, -85.3023)",132,17243,419,58,591,moderate,800,True,130.62878787878788,83.02,71.69,100,99.42,87.66,85.94,excellent,High Reliability,28
451,"Location (35.0410, -85.3059)",133,18821,307,157,511,moderate,800,True,141.51127819548873,83.65,78.25,100,98.43,64.23,85.57,excellent,High Reliability,29
383,"Location (35.0446, -85.3130)",126,19118,327,63,522,moderate,800,True,151.73015873015873,79.25,79.48,100,99.37,68.41,85.4,excellent,High Reliability,30
448,"Location (35.0480, -85.3132)",123,19435,335,230,540,moderate,800,True,158.0081300813008,77.36,80.8,100,97.7,70.08,85.24,excellent,High Reliability,31
425,"Location (35.0407, -85.3074)",128,18228,297,63,475,moderate,800,True,142.40625,80.5,75.78,100,99.37,62.13,83.98,excellent,High Reliability,32
381,"Location (35.0495, -85.3031)",123,15921,420,62,581,moderate,800,True,129.4390243902439,77.36,66.19,100,99.38,87.87,82.89,excellent,High Reliability,33
283,"Location (35.0485, -85.3134)",115,18389,322,252,536,moderate,800,True,159.90434782608696,72.33,76.45,100,97.48,67.36,82.38,excellent,High Reliability,34
367,"Location (35.0508, -85.3045)",117,16364,386,150,540,moderate,800,True,139.86324786324786,73.58,68.03,100,98.5,80.75,81.66,excellent,High Reliability,35
298,"Location (35.0400, -85.3066)",125,16933,280,104,502,moderate,800,True,135.464,78.62,70.4,100,98.96,58.58,81.48,excellent,High Reliability,36
406,"Location (35.0507, -85.3050)",118,16251,375,165,522,moderate,800,True,137.72033898305085,74.21,67.56,100,98.35,78.45,81.42,excellent,High Reliability,37
449,"Location (35.0507, -85.3113)",104,17793,332,44,432,moderate,800,True,171.08653846153845,65.41,73.97,100,99.56,69.46,80.42,excellent,High Reliability,38
419,"Location (35.0493, -85.3135)",107,17776,307,252,528,moderate,800,True,166.13084112149534,67.3,73.9,100,97.48,64.23,80.04,excellent,High Reliability,39
321,"Location (35.0476, -85.3019)",115,13582,392,91,579,moderate,800,True,118.10434782608695,72.33,56.47,100,99.09,82.01,78.09,excellent,High Reliability,40
125,"Location (35.0516, -85.3070)",105,15014,353,71,449,moderate,800,True,142.9904761904762,66.04,62.42,100,99.29,73.85,77.51,excellent,High Reliability,41
422,"Location (35.0512, -85.3101)",102,15696,331,29,398,moderate,800,True,153.88235294117646,64.15,65.26,100,99.71,69.25,77.5,excellent,High Reliability,42
331,"Location (35.0399, -85.3122)",112,15733,254,181,523,moderate,800,True,140.47321428571428,70.44,65.41,100,98.19,53.14,77.28,excellent,High Reliability,43
242,"Location (35.0389, -85.3084)",114,15231,248,91,483,moderate,800,True,133.60526315789474,71.7,63.32,100,99.09,51.88,76.97,excellent,High Reliability,44
404,"Location (35.0420, -85.3024)",112,14777,262,38,561,moderate,800,True,131.9375,70.44,61.44,100,99.62,54.81,76.46,excellent,High Reliability,45
211,"Location (35.0503, -85.3132)",98,15928,278,225,502,moderate,800,True,162.53061224489795,61.64,66.22,100,97.75,58.16,75.75,excellent,High Reliability,46
249,"Location (35.0405, -85.3140)",104,15602,241,76,568,moderate,800,True,150.01923076923077,65.41,64.87,100,99.24,50.42,75.74,excellent,High Reliability,47
267,"Location (35.0507, -85.3124)",94,15570,284,144,449,moderate,800,True,165.63829787234042,59.12,64.73,100,98.56,59.41,74.92,excellent,High Reliability,48
157,"Location (35.0387, -85.3114)",104,14582,225,71,505,moderate,800,True,140.21153846153845,65.41,60.62,100,99.29,47.07,74.14,excellent,High Reliability,49
106,"Location (35.0463, -85.3161)",85,14658,230,200,602,moderate,800,True,172.4470588235294,53.46,60.94,100,98.0,48.12,71.16,excellent,High Reliability,50
25,"Location (35.0486, -85.3163)",85,14433,210,299,627,moderate,800,True,169.8,53.46,60.0,100,97.01,43.93,70.31,excellent,High Reliability,51
137,"Location (35.0505, -85.3152)",86,13831,240,375,588,moderate,800,True,160.82558139534885,54.09,57.5,100,96.25,50.21,70.23,excellent,High Reliability,52
431,48,95,9931,276,49,556,moderate,800,True,104.53684210526316,59.75,41.29,100,99.51,57.74,68.02,excellent,High Reliability,53
341,"Location (35.0373, -85.3118)",88,11642,180,55,508,moderate,800,True,132.29545454545453,55.35,48.4,100,99.45,37.66,67.04,excellent,High Reliability,54
317,"Location (35.0377, -85.3131)",85,11981,173,77,540,moderate,800,True,140.95294117647057,53.46,49.81,100,99.23,36.19,66.81,excellent,High Reliability,55
322,"Location (35.0542, -85.3069)",79,10979,270,79,490,moderate,800,True,138.9746835443038,49.69,45.65,100,99.21,56.49,66.64,excellent,High Reliability,56
287,"Location (35.0529, -85.3128)",69,10582,215,111,433,moderate,800,True,153.36231884057972,43.4,43.99,100,98.89,44.98,63.38,excellent,High Reliability,57
18,"Location (35.0379, -85.3148)",74,10490,142,99,585,moderate,800,True,141.75675675675674,46.54,43.61,100,99.01,29.71,62.54,excellent,High Reliability,58
385,"Location (35.0453, -85.2959)",75,9223,207,71,557,moderate,800,True,122.97333333333333,47.17,38.34,100,99.29,43.31,62.52,excellent,High Reliability,59
347,"Location (35.0544, -85.3102)",65,9549,217,43,394,moderate,800,True,146.90769230769232,40.88,39.7,100,99.57,45.4,61.61,excellent,High Reliability,60
372,"Location (35.0364, -85.3057)",83,8474,149,95,521,moderate,800,True,102.09638554216868,52.2,35.23,100,99.05,31.17,61.59,excellent,High Reliability,61
373,"Location (35.0540, -85.3125)",65,9814,201,105,453,moderate,800,True,150.98461538461538,40.88,40.8,100,98.95,42.05,61.51,excellent,High Reliability,62
268,"Location (35.0417, -85.2999)",78,8929,142,73,569,moderate,800,True,114.47435897435898,49.06,37.12,100,99.27,29.71,61.26,excellent,High Reliability,63
160,"Location (35.0471, -85.3177)",61,10847,151,100,636,moderate,800,True,177.81967213114754,38.36,45.1,100,99.0,31.59,61.13,excellent,High Reliability,64
405,"Location (35.0361, -85.3092)",79,8500,145,78,462,moderate,800,True,107.59493670886076,49.69,35.34,100,99.22,30.33,60.94,excellent,High Reliability,65
224,"Location (35.0470, -85.2966)",67,8846,219,137,512,moderate,800,True,132.02985074626866,42.14,36.78,100,98.63,45.82,60.94,excellent,High Reliability,66
352,"Location (35.0362, -85.3051)",82,7958,141,92,540,moderate,800,True,97.04878048780488,51.57,33.09,100,99.08,29.5,60.63,excellent,High Reliability,67
191,"Location (35.0469, -85.2948)",63,8779,210,45,514,moderate,800,True,139.34920634920636,39.62,36.5,100,99.55,43.93,60.18,excellent,High Reliability,68
327,"Location (35.0551, -85.3114)",60,8848,188,86,459,moderate,800,True,147.46666666666667,37.74,36.79,100,99.14,39.33,59.27,excellent,High Reliability,69
433,"Location (35.0353, -85.3087)",73,7841,127,86,468,moderate,800,True,107.41095890410959,45.91,32.6,100,99.14,26.57,58.79,excellent,High Reliability,70
371,"Location (35.0433, -85.2963)",66,7652,160,71,542,moderate,800,True,115.93939393939394,41.51,31.81,100,99.29,33.47,58.16,excellent,High Reliability,71
284,33,57,7510,225,63,492,moderate,800,True,131.75438596491227,35.85,31.22,100,99.37,47.07,57.94,excellent,High Reliability,72
222,32,58,7160,235,65,503,moderate,800,True,123.44827586206897,36.48,29.77,100,99.35,49.16,57.87,excellent,High Reliability,73
255,"Location (35.0490, -85.2944)",51,7685,211,60,470,moderate,800,True,150.68627450980392,32.08,31.95,100,99.4,44.14,56.93,excellent,High Reliability,74
108,"Location (35.0480, -85.2928)",47,7036,199,76,456,moderate,800,True,149.70212765957447,29.56,29.25,100,99.24,41.63,55.21,excellent,High Reliability,75
395,"Location (35.0428, -85.2917)",52,6787,162,79,546,moderate,800,True,130.51923076923077,32.7,28.22,100,99.21,33.89,54.91,excellent,High Reliability,76
457,"Location (35.0345, -85.3072)",60,6371,102,87,450,moderate,800,True,106.18333333333334,37.74,26.49,100,99.13,21.34,54.38,excellent,High Reliability,77
291,"Location (35.0427, -85.2985)",63,6167,88,70,517,moderate,800,True,97.88888888888889,39.62,25.64,100,99.3,18.41,54.33,excellent,High Reliability,78
368,"Location (35.0351, -85.3120)",59,6231,99,58,459,moderate,800,True,105.61016949152543,37.11,25.91,100,99.42,20.71,54.03,excellent,High Reliability,79
239,"Location (35.0361, -85.2689)",77,4163,88,183,530,moderate,800,True,54.064935064935064,48.43,17.31,100,98.17,18.41,53.87,excellent,High Reliability,80
369,"Location (35.0353, -85.3131)",57,6089,94,52,490,moderate,800,True,106.82456140350877,35.85,25.31,100,99.48,19.67,53.45,excellent,High Reliability,81
149,"Location (35.0346, -85.2698)",74,4040,80,71,514,moderate,800,True,54.5945945945946,46.54,16.8,100,99.29,16.74,53.24,excellent,High Reliability,82
73,"Location (35.0339, -85.2680)",72,3916,77,62,520,moderate,800,True,54.388888888888886,45.28,16.28,100,99.38,16.11,52.72,excellent,High Reliability,83
165,"Location (35.0439, -85.2878)",42,6010,165,100,555,moderate,800,True,143.0952380952381,26.42,24.99,100,99.0,34.52,52.4,excellent,High Reliability,84
377,"Location (35.0523, -85.2978)",42,5570,187,143,502,moderate,800,True,132.61904761904762,26.42,23.16,100,98.57,39.12,52.25,excellent,High Reliability,85
197,"Location (35.0457, -85.2877)",39,5803,176,89,517,moderate,800,True,148.7948717948718,24.53,24.13,100,99.11,36.82,51.92,excellent,High Reliability,86
52,"Location (35.0554, -85.3148)",45,6231,123,352,592,moderate,800,True,138.46666666666667,28.3,25.91,100,96.48,25.73,51.89,excellent,High Reliability,87
60,"Location (35.0346, -85.2663)",69,3736,74,182,531,moderate,800,True,54.14492753623188,43.4,15.53,100,98.18,15.48,51.78,excellent,High Reliability,88
446,"Location (35.0412, -85.2989)",55,4991,77,41,509,moderate,800,True,90.74545454545455,34.59,20.75,100,99.59,16.11,51.42,excellent,High Reliability,89
220,"Location (35.0394, -85.2659)",68,2794,77,104,560,moderate,800,True,41.088235294117645,42.77,11.62,100,98.96,16.11,50.63,excellent,High Reliability,90
351,"Location (35.0441, -85.2791)",45,3407,157,47,500,moderate,800,True,75.71111111111111,28.3,14.16,100,99.53,32.85,49.54,excellent,High Reliability,91
254,"Location (35.0401, -85.2715)",59,2810,77,78,445,moderate,800,True,47.6271186440678,37.11,11.68,100,99.22,16.11,49.28,excellent,High Reliability,92
136,"Location (35.0434, -85.2808)",39,3802,163,76,493,moderate,800,True,97.48717948717949,24.53,15.81,100,99.24,34.1,49.17,excellent,High Reliability,93
119,"Location (35.0438, -85.2821)",38,3772,159,133,506,moderate,800,True,99.26315789473684,23.9,15.68,100,98.67,33.26,48.81,excellent,High Reliability,94
370,"Location (35.0495, -85.2880)",29,4856,163,283,532,moderate,800,True,167.44827586206895,18.24,20.19,100,97.17,34.1,48.6,excellent,High Reliability,95
458,"Location (35.0308, -85.2699)",52,3297,54,60,476,moderate,800,True,63.40384615384615,32.7,13.71,100,99.4,11.3,48.33,excellent,High Reliability,96
339,"Location (35.0328, -85.3132)",48,3708,57,56,528,moderate,800,True,77.25,30.19,15.42,100,99.44,11.92,48.28,excellent,High Reliability,97
265,"Location (35.0373, -85.2639)",58,2606,61,243,552,moderate,800,True,44.93103448275862,36.48,10.83,100,97.57,12.76,48.28,excellent,High Reliability,98
270,"Location (35.0349, -85.3148)",45,3596,57,165,531,moderate,800,True,79.91111111111111,28.3,14.95,100,98.35,11.92,47.51,excellent,High Reliability,99
169,"Location (35.0316, -85.3046)",46,3525,61,348,582,moderate,800,True,76.6304347826087,28.93,14.66,100,96.52,12.76,47.38,excellent,High Reliability,100
175,"Location (35.0322, -85.2740)",45,3292,47,64,447,moderate,800,True,73.15555555555555,28.3,13.69,100,99.36,9.83,47.07,excellent,High Reliability,101
110,"Location (35.0308, -85.3055)",44,3275,54,299,610,moderate,800,True,74.43181818181819,27.67,13.62,100,97.01,11.3,46.68,excellent,High Reliability,102
263,"Location (35.0499, -85.2870)",23,4126,141,343,552,moderate,800,True,179.3913043478261,14.47,17.15,100,96.57,29.5,46.2,excellent,High Reliability,103
271,"Location (35.0494, -85.2763)",33,1813,124,58,545,moderate,800,True,54.93939393939394,20.75,7.54,100,99.42,25.94,44.96,excellent,High Reliability,104
282,"Location (35.0090, -85.3241)",38,2584,39,102,500,moderate,800,True,68.0,23.9,10.74,100,98.98,8.16,44.86,excellent,High Reliability,105
135,"Location (35.0147, -85.3261)",36,2685,40,106,519,moderate,800,True,74.58333333333333,22.64,11.16,100,98.94,8.37,44.69,excellent,High Reliability,106
103,"Location (35.0575, -85.2541)",45,1202,49,67,527,moderate,800,True,26.711111111111112,28.3,5.0,100,99.33,10.25,44.5,excellent,High Reliability,107
207,"Location (35.0155, -85.3245)",35,2610,39,59,442,moderate,800,True,74.57142857142857,22.01,10.85,100,99.41,8.16,44.49,excellent,High Reliability,108
131,"Location (35.0588, -85.2533)",45,1203,49,102,509,moderate,800,True,26.733333333333334,28.3,5.0,100,98.98,10.25,44.45,excellent,High Reliability,109
116,"Location (35.0350, -85.3162)",36,2395,44,296,563,moderate,800,True,66.52777777777777,22.64,9.96,100,97.04,9.21,44.12,excellent,High Reliability,110
152,"Location (35.0228, -85.2752)",37,2066,38,157,527,moderate,800,True,55.83783783783784,23.27,8.59,100,98.43,7.95,43.95,excellent,High Reliability,111
117,"Location (35.0101, -85.3267)",34,2333,36,99,496,moderate,800,True,68.61764705882354,21.38,9.7,100,99.01,7.53,43.86,excellent,High Reliability,112
21,"Location (35.0295, -85.3069)",35,2263,42,258,633,moderate,800,True,64.65714285714286,22.01,9.41,100,97.42,8.79,43.82,excellent,High Reliability,113
279,"Location (35.0411, -85.2619)",42,1198,45,238,529,moderate,800,True,28.523809523809526,26.42,4.98,100,97.62,9.41,43.68,excellent,High Reliability,114
426,"Location (35.0651, -85.3101)",34,1961,42,100,405,moderate,800,True,57.6764705882353,21.38,8.15,100,99.0,8.79,43.52,excellent,High Reliability,115
120,"Location (35.0456, -85.2590)",41,1073,41,191,518,moderate,800,True,26.170731707317074,25.79,4.46,100,98.09,8.58,43.36,excellent,High Reliability,116
355,"Location (35.0655, -85.3108)",33,1901,41,130,401,moderate,800,True,57.60606060606061,20.75,7.9,100,98.7,8.58,43.22,excellent,High Reliability,117
247,"Location (35.0487, -85.2783)",25,1573,115,85,421,moderate,800,True,62.92,15.72,6.54,100,99.15,24.06,43.17,excellent,High Reliability,118
77,"Location (35.0373, -85.3177)",33,2077,39,311,574,moderate,800,True,62.93939393939394,20.75,8.64,100,96.89,8.16,43.13,excellent,High Reliability,119
412,"Location (35.0613, -85.3093)",31,2087,41,155,477,moderate,800,True,67.3225806451613,19.5,8.68,100,98.45,8.58,43.1,excellent,High Reliability,120
357,"Location (35.0628, -85.3110)",32,1885,40,78,445,moderate,800,True,58.90625,20.13,7.84,100,99.22,8.37,43.1,excellent,High Reliability,121
326,"Location (35.0632, -85.3081)",31,1847,39,58,389,moderate,800,True,59.58064516129032,19.5,7.68,100,99.42,8.16,42.91,excellent,High Reliability,122
260,"Location (35.0441, -85.2600)",39,967,39,251,512,moderate,800,True,24.794871794871796,24.53,4.02,100,97.49,8.16,42.78,excellent,High Reliability,123
388,"Location (35.0171, -85.3234)",29,2111,33,68,337,moderate,800,True,72.79310344827586,18.24,8.78,100,99.32,6.9,42.78,excellent,High Reliability,124
447,"Location (35.0628, -85.3062)",29,1815,37,55,419,moderate,800,True,62.58620689655172,18.24,7.55,100,99.45,7.74,42.52,excellent,High Reliability,125
427,"Location (35.0628, -85.3131)",30,1765,38,136,499,moderate,800,True,58.833333333333336,18.87,7.34,100,98.64,7.95,42.51,excellent,High Reliability,126
301,"Location (35.0632, -85.3124)",30,1765,38,172,452,moderate,800,True,58.833333333333336,18.87,7.34,100,98.28,7.95,42.46,excellent,High Reliability,127
91,"Location (35.0241, -85.2913)",35,1134,35,207,547,moderate,800,True,32.4,22.01,4.71,100,97.93,7.32,42.34,excellent,High Reliability,128
394,"Location (35.0102, -85.2146)",24,2412,24,121,483,moderate,800,True,100.5,15.09,10.03,100,98.79,5.02,42.1,excellent,High Reliability,129
176,"Location (35.0433, -85.2582)",34,894,34,72,510,moderate,800,True,26.294117647058822,21.38,3.72,100,99.28,7.11,42.06,excellent,High Reliability,130
380,"Location (35.0619, -85.3081)",27,1695,35,73,384,moderate,800,True,62.77777777777778,16.98,7.05,100,99.27,7.32,41.98,excellent,High Reliability,131
253,"Location (35.0448, -85.3203)",22,2452,24,44,416,moderate,800,True,111.45454545454545,13.84,10.19,100,99.56,5.02,41.95,excellent,High Reliability,132
65,"Location (35.0632, -85.3147)",28,1499,34,92,544,moderate,800,True,53.535714285714285,17.61,6.23,100,99.08,7.11,41.85,excellent,High Reliability,133
259,"Location (35.0257, -85.2775)",28,1570,28,76,435,moderate,800,True,56.07142857142857,17.61,6.53,100,99.24,5.86,41.83,excellent,High Reliability,134
455,"Location (35.0630, -85.3031)",26,1805,34,189,488,moderate,800,True,69.42307692307692,16.35,7.5,100,98.11,7.11,41.77,excellent,High Reliability,135
171,"Location (35.0612, -85.3059)",25,1809,35,113,433,moderate,800,True,72.36,15.72,7.52,100,98.87,7.32,41.75,excellent,High Reliability,136
444,"Location (35.0226, -85.3200)",26,1756,30,181,574,moderate,800,True,67.53846153846153,16.35,7.3,100,98.19,6.28,41.63,excellent,High Reliability,137
154,"Location (35.0090, -85.3291)",26,1687,26,84,478,moderate,800,True,64.88461538461539,16.35,7.01,100,99.16,5.44,41.61,excellent,High Reliability,138
236,"Location (35.0401, -85.2587)",31,893,31,66,506,moderate,800,True,28.806451612903224,19.5,3.71,100,99.34,6.49,41.54,excellent,High Reliability,139
443,"Location (35.0103, -85.2126)",22,2205,22,87,461,moderate,800,True,100.22727272727273,13.84,9.17,100,99.13,4.6,41.54,excellent,High Reliability,140
178,"Location (35.0213, -85.3238)",26,1782,30,307,572,moderate,800,True,68.53846153846153,16.35,7.41,100,96.93,6.28,41.48,excellent,High Reliability,141
416,"Location (35.0116, -85.2134)",22,2205,22,144,484,moderate,800,True,100.22727272727273,13.84,9.17,100,98.56,4.6,41.45,excellent,High Reliability,142
173,"Location (35.0098, -85.2182)",21,2173,21,76,434,moderate,800,True,103.47619047619048,13.21,9.03,100,99.24,4.39,41.34,excellent,High Reliability,143
54,"Location (35.0093, -85.2136)",21,2101,21,55,442,moderate,800,True,100.04761904761905,13.21,8.73,100,99.45,4.39,41.28,excellent,High Reliability,144
