parking_id_1,parking_id_2,cluster_id,overlap_ratio,distance_m
1,22,0,0.2959631964029195,705.7600390625287
1,33,0,0.2927919811080188,711.0835698641989
1,101,0,0.23918696157053596,806.557747245602
1,121,0,0.28489643250043734,724.4318603152933
1,132,0,0.41488193532279677,529.0814814015436
1,141,0,0.2679380740818991,753.9124667673991
1,143,0,0.21917362243650593,845.407218203851
1,177,0,0.6459883146234342,271.3533372347541
1,184,0,0.2174173169229095,848.9156837316546
1,312,0,0.503326304564795,419.7108646634952
1,429,0,0.4009077907847825,547.8809361016737
1,432,0,0.2489601194976834,788.2788528994017
22,33,0,0.6169294126578045,299.2254579188978
22,101,0,0.27056223722833683,749.2760873215826
22,121,0,0.6988879754491751,223.27780258959885
22,132,0,0.6122957531841481,303.77641754517094
22,141,0,0.8163247755578524,127.10394330124494
22,143,0,0.3556079745273177,612.1738399548975
22,177,0,0.41762792816914346,525.4370137681351
22,184,0,0.32311110992341563,661.7737228034715
22,312,0,0.428002200323901,511.8290054407845
22,429,0,0.566771792312749,350.0202826551234
22,432,0,0.4188369463569989,523.8520708634572
33,101,0,0.46923067511740096,460.03661586871453
33,121,0,0.877150105562921,82.21219847118923
33,132,0,0.7468738931484944,182.34863752782613
33,141,0,0.4980873052634508,425.77879855983156
33,143,0,0.19410485928815274,896.9911929499142
33,177,0,0.473699760107132,454.6216014079752
33,184,0,0.5545579817687722,362.92798463968404
33,312,0,0.5613995604315459,355.6722778108077
33,429,0,0.37438079877782343,584.8761383246476
33,432,0,0.23852524493986155,807.8122888597879
101,121,0,0.40506301166875375,542.2482295139777
101,132,0,0.44782203784219643,486.4830950358934
101,141,0,0.2041384175514782,875.9347081173654
101,143,0,0.048162416007097246,1304.9786803307775
101,177,0,0.39345473378159806,558.104462762852
101,184,0,0.793208445768323,144.9965389946546
101,312,0,0.5128400709010708,408.82355193487575
101,429,0,0.16591709482530267,959.4571730680337
101,432,0,0.07217876722990892,1217.5616352112133
121,132,0,0.7211701870197125,203.96391165761813
121,141,0,0.5685084944581043,348.18660152024444
121,143,0,0.2269761390773149,830.0371702706938
121,177,0,0.4509928487999423,482.5220307861572
121,184,0,0.48363544950509907,442.7341656153538
121,312,0,0.516220770905947,404.99945969173393
121,429,0,0.4123101136565188,532.5125641511501
121,432,0,0.2752646919910828,741.0357815387742
132,141,0,0.5033904324856745,419.6293234032577
132,143,0,0.23292403187564542,818.5167016081524
132,177,0,0.6380969237479199,278.83616962915454
132,184,0,0.48629700078774196,439.59309933092595
132,312,0,0.7090346698492782,214.40967632316233
132,429,0,0.45622148661578754,476.00777325309537
132,432,0,0.2810094826540355,731.0962860249618
141,143,0,0.43435726586256296,503.63089234710924
141,177,0,0.357069158927182,610.0144423747618
141,184,0,0.24878151379825122,788.5871894178518
141,312,0,0.3511515905466728,618.7898236986689
141,429,0,0.6135800265251471,302.51049676238426
141,432,0,0.5050478605681198,417.74129906398923
143,177,0,0.20972435375297313,864.4576349779788
143,184,0,0.06381441915961064,1246.4360233838788
143,312,0,0.16904296029204896,952.271450715114
143,429,0,0.5624179383479747,354.5781202993182
143,432,0,0.8674416219891397,89.17990372244613
177,184,0,0.37540906019485415,583.4228468314606
177,312,0,0.7829382808258627,153.09916570495218
177,429,0,0.42560102978471637,514.9579740726404
177,432,0,0.249028049242832,788.1341236502824
184,312,0,0.4938671388166507,430.6953349211235
184,429,0,0.18648029471096061,913.3955377783708
184,432,0,0.09085049453754747,1157.6296546141803
312,429,0,0.3654769450063095,597.711120862048
312,432,0,0.20701323125564444,870.0097722394368
429,432,0,0.6431702541111705,274.02146619452486
3,50,1,0.33134972057456485,648.8941965556666
3,66,1,0.4525419162263272,480.5878818442233
3,89,1,0.2565219378441135,774.4021138502085
3,102,1,0.626996735388903,289.45488166512183
3,105,1,0.6352469599562636,281.55070739013667
3,146,1,0.5018910918622905,421.3543317317396
3,167,1,0.46069836495706035,470.46777210618865
3,200,1,0.5987311858882431,317.24941734274205
3,296,1,0.6193073349433964,296.916508846836
50,66,1,0.7601483375467756,171.43241892595503
50,89,1,0.7540470974946141,176.42015977450322
50,102,1,0.501605591405472,421.68308499847694
50,105,1,0.54794679337382,370.01099432214437
50,146,1,0.6281980027592309,288.2932254233164
50,167,1,0.7217187464362873,203.49367705046222
50,200,1,0.5339609557230459,385.2407497917785
50,296,1,0.5550997120120189,362.3609754862365
66,89,1,0.6137775718943125,302.31546879964367
66,102,1,0.6637126075657205,254.88821692824922
66,105,1,0.7261221216603537,199.73764226521988
66,146,1,0.8001207538062765,139.5925396208465
66,167,1,0.8359635108426564,112.26676399287093
66,200,1,0.667720800151674,251.2168699037055
66,296,1,0.7173296597818277,207.25777289470966
89,102,1,0.4289331139330554,510.62139916384854
89,105,1,0.44189629376919,493.97474993859544
89,146,1,0.552246954675563,365.3947973719267
89,167,1,0.5476324223963615,370.3589213561795
89,200,1,0.40252970133123217,545.6814874413773
89,296,1,0.4299475359797966,509.30101079367495
102,105,1,0.8300870488403861,116.67051853008158
102,146,1,0.7929160582242711,145.2270398771944
102,167,1,0.6071803260226036,308.8252906465066
102,200,1,0.6383971085074666,278.5373754660073
102,296,1,0.7208859465691796,204.2000649564926
105,146,1,0.7721845772699532,161.6889452683294
105,167,1,0.7087295560111507,214.68449258092963
105,200,1,0.7703406857117434,163.17378086156688
105,296,1,0.8692650450884414,87.86268002315387
146,167,1,0.6878025363924193,233.08486857678113
146,200,1,0.620783731709988,295.47881954573154
146,296,1,0.6968190338494015,225.09291257885155
167,200,1,0.7464766251795585,182.66366123652568
167,296,1,0.7573780515666169,173.6996122773747
200,296,1,0.8859965611286033,75.92943774633275
6,318,2,0.5435704466752463,374.7446457276151
6,407,2,0.7886182584132617,148.61126031776797
6,440,2,0.7215299077044017,203.6713600767207
6,452,2,0.8101499231644331,131.83340507126115
318,407,2,0.482007702016103,444.6619928795475
318,440,2,0.4179769390139439,524.9851528895438
318,452,2,0.6241449412821539,292.2020755227295
407,440,2,0.879536023529918,80.5105492408059
407,452,2,0.7836815425211809,152.50906856636456
440,452,2,0.6881424740054818,232.78320469057553
7,36,3,0.26332454944615885,762.1246993935424
7,38,3,0.1547136784986113,985.7906506316905
7,41,3,0.35841565265287517,608.0313255523431
7,54,3,0.282948759340279,727.775079892429
7,96,3,0.35066416311399556,619.5239469156284
7,127,3,0.3798898523070844,577.0427506532855
7,173,3,0.0968827138671822,1139.4428356659546
7,231,3,0.20559163914718737,872.9396741023902
7,277,3,0.32915440263610235,652.3300565827071
7,302,3,0.5654453804664785,351.39033406232465
7,315,3,0.0,1670.6862636384653
7,394,3,0.23236869012232025,819.5882841109084
7,408,3,0.3753178541400321,583.540113748207
7,416,3,0.2790030265778667,734.5437062847495
7,443,3,0.33916295761555815,636.8928964494849
7,445,3,0.05466086940411969,1279.8765868907371
36,38,3,0.2712381588691146,748.0863264177715
36,41,3,0.6618618822436768,256.5935008360311
36,54,3,0.3893740679841828,563.7500721091109
36,96,3,0.475541708598932,452.40635131526477
36,127,3,0.22731108996189,829.385418151192
36,173,3,0.2792261286251653,734.1575315470757
36,231,3,0.18465365605822862,917.3660985970884
36,277,3,0.6419902611722045,275.1373684485738
36,302,3,0.20924367430546714,865.4533822878285
36,315,3,0.09660036666007342,1140.294751858504
36,394,3,0.43934246269031263,497.23343971170084
36,408,3,0.5215831485895395,398.970151518509
36,416,3,0.6012764277727216,314.69965803471035
36,443,3,0.489302635381844,436.0472319830804
36,445,3,0.23520352658783497,814.1438283259622
38,41,3,0.3897886855396329,563.1872130582435
38,54,3,0.652226293985031,265.52758484845526
38,96,3,0.1041797174860977,1118.077890625101
38,127,3,0.4103042249600151,535.1921591720214
38,173,3,0.6932188823985961,228.27930212962738
38,231,3,0.5862833407403861,329.8236764711829
38,277,3,0.16123183892403015,970.3539919267663
38,302,3,0.25104780813791716,784.4270079962046
38,315,3,0.273180120200179,744.6778420075235
38,394,3,0.6652686397089489,253.44638283492904
38,408,3,0.465624961792356,464.42640389657794
38,416,3,0.4865143722014281,439.31513492990575
38,443,3,0.5232322532091482,397.13223019732357
38,445,3,0.5471951268632365,370.81979744809536
41,54,3,0.5827155173421374,333.4707571445584
41,96,3,0.3957368482839993,554.9553009982942
41,127,3,0.3826327172038597,573.1925405451178
41,173,3,0.35013190183939386,620.3101312051207
41,231,3,0.31417476096467317,675.98937988122
41,277,3,0.5101421378582177,411.90971223802103
41,302,3,0.3418995824769762,632.7269014974042
41,315,3,0.10715988997360446,1109.5493552057044
41,394,3,0.600519342945927,315.45829763186174
41,408,3,0.7943102197056037,144.13529571114543
41,416,3,0.787346456024908,149.60719472883952
41,443,3,0.7352247270408033,192.0563110638938
41,445,3,0.27764531562255057,736.8954233136624
