name,Latitude,Longitude,capacity,type,parking_id,capacity_estimated,processing_date,data_source,cluster_id,pop_N,pop_NE,pop_E,pop_SE,pop_S,pop_SW,pop_W,pop_NW,total_pop_served,dominant_direction,uniqueness_score,explanation
"Location (35.1413, -85.2302)",35.141265974689674,-85.23016416173758,219,surface lot,194,False,2026-02-20T14:48:59.464672,OpenStreetMap,53,10342.0,12919.0,9071.0,11276.0,5761.0,14364.0,20225.0,12349.0,96307.0,W,13.215004555366171,High overlap (86.8%) with same-direction sites
"Location (35.1310, -85.2387)",35.13097637316072,-85.23869559151011,218,large surface lot,195,False,2026-02-20T14:48:59.464672,OpenStreetMap,7,11729.0,10331.0,10472.0,8041.0,7919.0,12842.0,19074.0,13506.0,93914.0,W,34.56092650939359,High overlap (65.4%) with same-direction sites
"Location (35.1336, -85.2397)",35.13358046752685,-85.2397147624837,218,large surface lot,196,False,2026-02-20T14:48:59.464672,OpenStreetMap,7,12575.0,15735.0,10472.0,6411.0,7919.0,16471.0,15633.0,16171.0,101387.0,SW,28.668540843146218,High overlap (71.3%) with same-direction sites
"Location (35.0457, -85.2877)",35.04566782976181,-85.28769521255467,218,large surface lot,197,False,2026-02-20T14:48:59.464672,OpenStreetMap,49,17638.0,11865.0,16691.0,19133.0,19057.0,20265.0,16475.0,18858.0,139982.0,SW,26.70715017834616,High overlap (73.3%) with same-direction sites
"Location (35.0546, -85.2827)",35.05457498345368,-85.28270032775222,218,large surface lot,198,False,2026-02-20T14:48:59.464672,OpenStreetMap,16,17422.0,8399.0,17606.0,22203.0,19141.0,21888.0,19088.0,19241.0,144988.0,SE,31.40994390826385,High overlap (68.6%) with same-direction sites
"Location (35.1305, -85.2177)",35.13053322194153,-85.21767948267075,216,large surface lot,199,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,13389.0,12476.0,12395.0,11074.0,6256.0,6733.0,18461.0,11905.0,92689.0,W,100.0,Isolated site (no nearby competitors)
"Location (35.0080, -85.3917)",35.00795297573857,-85.39165319929782,215,surface lot,200,False,2026-02-20T14:48:59.464672,OpenStreetMap,1,3526.0,6971.0,3934.0,9217.0,5168.0,5182.0,3091.0,3526.0,40615.0,SE,31.719904324995962,High overlap (68.3%) with same-direction sites
"Location (35.0287, -85.2010)",35.0286943432842,-85.20098725190107,214,surface lot,201,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,12044.0,12342.0,14982.0,19285.0,10291.0,22423.0,22014.0,13362.0,126743.0,SW,100.0,Isolated site (no nearby competitors)
"Location (35.0730, -85.2366)",35.07302748321518,-85.2366119957733,214,large surface lot,202,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,9569.0,8250.0,14823.0,9644.0,16895.0,18080.0,11428.0,9712.0,98401.0,SW,100.0,Isolated site (no nearby competitors)
Rental Car Lot,35.03600909981148,-85.19658973527592,213,surface lot,203,False,2026-02-20T14:48:59.464672,OpenStreetMap,9,10132.0,10958.0,16319.0,20330.0,12526.0,17939.0,18021.0,8644.0,114869.0,SE,70.0,Serves different direction than overlapping sites
"Location (35.0126, -85.1632)",35.01263305417006,-85.16324179432138,212,large surface lot,204,False,2026-02-20T14:48:59.464672,OpenStreetMap,54,21332.0,17274.0,15684.0,20276.0,11637.0,16281.0,17347.0,17109.0,136940.0,N,25.787766930179668,High overlap (74.2%) with same-direction sites
"Location (35.0463, -85.3041)",35.046306198507224,-85.30406860865128,210,surface lot,205,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,24444.0,17007.0,20988.0,22761.0,17342.0,15603.0,12245.0,11384.0,141774.0,N,35.4540988157138,High overlap (64.5%) with same-direction sites
"Location (35.0782, -85.2666)",35.07824420191312,-85.26664805330726,210,large surface lot,206,False,2026-02-20T14:48:59.464672,OpenStreetMap,55,17532.0,7764.0,7146.0,13714.0,19956.0,21459.0,18232.0,16069.0,121872.0,SW,45.727353947249185,High overlap (54.3%) with same-direction sites
"Location (35.0155, -85.3245)",35.01549395251836,-85.32452040300498,210,large surface lot,207,False,2026-02-20T14:48:59.464672,OpenStreetMap,38,14971.0,19033.0,16938.0,16621.0,10840.0,11548.0,7225.0,8893.0,106069.0,NE,70.0,Serves different direction than overlapping sites
"Location (35.0842, -85.0707)",35.08422163682067,-85.07070677126559,210,large surface lot,208,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,14283.0,11268.0,8455.0,11058.0,12618.0,9386.0,14285.0,12123.0,93476.0,W,100.0,Isolated site (no nearby competitors)
"Location (35.0575, -85.1258)",35.0574890149512,-85.12575074069652,208,surface lot,209,False,2026-02-20T14:48:59.464672,OpenStreetMap,17,3986.0,9222.0,11003.0,19183.0,19188.0,12617.0,12955.0,9668.0,97822.0,S,21.414100539201463,High overlap (78.6%) with same-direction sites
"Location (35.0323, -85.1595)",35.03231163455542,-85.15950847073317,207,surface lot,210,False,2026-02-20T14:48:59.464672,OpenStreetMap,5,11609.0,12478.0,18793.0,19968.0,18196.0,12379.0,13050.0,9253.0,115726.0,SE,34.7889804641504,High overlap (65.2%) with same-direction sites
"Location (35.0503, -85.3132)",35.050328256545455,-85.31323216436611,207,surface lot,211,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19133.0,14868.0,17799.0,22696.0,18770.0,9459.0,8994.0,7097.0,118816.0,SE,34.05771206623835,High overlap (65.9%) with same-direction sites
"Location (35.0624, -85.1295)",35.06237964301881,-85.12954275822868,207,large surface lot,212,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,4214.0,9222.0,10963.0,19143.0,20457.0,19047.0,11548.0,8151.0,102745.0,S,100.0,Isolated site (no nearby competitors)
"Location (35.0624, -85.2982)",35.06239778563465,-85.29815699029517,207,surface lot,213,False,2026-02-20T14:48:59.464672,OpenStreetMap,21,18900.0,12004.0,11992.0,19647.0,24544.0,11201.0,11518.0,17872.0,127678.0,S,31.115253419241018,High overlap (68.9%) with same-direction sites
"Location (35.0229, -85.2482)",35.02288259389532,-85.24824788779945,206,surface lot,214,False,2026-02-20T14:48:59.464672,OpenStreetMap,18,20067.0,16502.0,14400.0,18650.0,24448.0,22997.0,21161.0,24237.0,162462.0,S,70.0,Serves different direction than overlapping sites
"Location (35.0695, -85.1516)",35.06945139342196,-85.15160327853677,206,large surface lot,215,False,2026-02-20T14:48:59.464672,OpenStreetMap,27,7383.0,2134.0,12221.0,18560.0,15743.0,10776.0,8756.0,12204.0,87777.0,SE,45.853381667929725,High overlap (54.1%) with same-direction sites
"Location (35.0953, -85.0624)",35.09525548225519,-85.06236330507947,205,large surface lot,216,False,2026-02-20T14:48:59.464672,OpenStreetMap,15,10075.0,8401.0,8292.0,11363.0,18101.0,15146.0,4978.0,10719.0,87075.0,S,32.54673652141786,High overlap (67.5%) with same-direction sites
"Location (35.0152, -85.2208)",35.01516590773621,-85.2208134266304,204,large surface lot,217,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,12718.0,11401.0,18412.0,17300.0,15792.0,21594.0,20363.0,22007.0,139587.0,NW,100.0,Isolated site (no nearby competitors)
"Location (35.1003, -85.2398)",35.10025239125404,-85.23981626919696,203,surface lot,218,False,2026-02-20T14:48:59.464672,OpenStreetMap,14,19543.0,9799.0,11290.0,12446.0,10744.0,6856.0,13542.0,15752.0,99972.0,N,32.61671143652175,High overlap (67.4%) with same-direction sites
"Location (35.0754, -85.2644)",35.07538453614321,-85.26439531676324,202,large surface lot,219,False,2026-02-20T14:48:59.464672,OpenStreetMap,55,11784.0,7764.0,8890.0,16355.0,21027.0,16299.0,17220.0,16069.0,115408.0,S,70.0,Serves different direction than overlapping sites
"Location (35.0394, -85.2659)",35.03940662356948,-85.26586543155798,202,large surface lot,220,False,2026-02-20T14:48:59.464672,OpenStreetMap,19,11949.0,14664.0,14536.0,23370.0,20391.0,21869.0,22344.0,18854.0,147977.0,SE,70.0,Serves different direction than overlapping sites
"Location (35.1126, -85.3250)",35.112581610171844,-85.3250122566183,201,large surface lot,221,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,12003.0,10998.0,20021.0,21117.0,16751.0,4122.0,9427.0,11890.0,106329.0,SE,100.0,Isolated site (no nearby competitors)
32,35.05124061036732,-85.30034218003851,201,surface lot,222,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,21024.0,10371.0,14197.0,25137.0,19965.0,18880.0,10430.0,16360.0,136364.0,SE,38.948313571028656,High overlap (61.1%) with same-direction sites
"Location (35.0448, -85.3341)",35.044752621261665,-85.33408929449497,199,large surface lot,223,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,9547.0,16082.0,20291.0,11351.0,11299.0,4154.0,3880.0,1904.0,78508.0,E,100.0,Isolated site (no nearby competitors)
"Location (35.0470, -85.2966)",35.04702247834601,-85.29655230931345,198,surface lot,224,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19692.0,12753.0,20322.0,22406.0,22776.0,15483.0,16310.0,17745.0,147487.0,S,36.301238398602166,High overlap (63.7%) with same-direction sites
"Location (35.0730, -85.1531)",35.07297996681752,-85.15314119725103,198,large surface lot,225,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,7644.0,4919.0,11387.0,14676.0,15596.0,10393.0,9821.0,11234.0,85670.0,S,100.0,Isolated site (no nearby competitors)
"Location (35.0600, -85.3011)",35.0600343619497,-85.30113604889556,198,large surface lot,226,False,2026-02-20T14:48:59.464672,OpenStreetMap,21,20081.0,10987.0,14978.0,20453.0,23388.0,12742.0,10735.0,16174.0,129538.0,S,37.82687020320034,High overlap (62.2%) with same-direction sites
"Location (34.9871, -85.2876)",34.987111843554366,-85.28759937953065,197,large surface lot,227,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,21604.0,19757.0,23482.0,17006.0,13292.0,9444.0,10616.0,9626.0,124827.0,E,100.0,Isolated site (no nearby competitors)
"Location (35.0604, -85.1544)",35.0603643458729,-85.15436063836545,197,large surface lot,228,False,2026-02-20T14:48:59.464672,OpenStreetMap,56,9913.0,3748.0,13812.0,16679.0,19549.0,15643.0,10377.0,15131.0,104852.0,S,35.585005872300194,High overlap (64.4%) with same-direction sites
Oakwood Baptist Church Parking Lot,35.07692123552194,-85.20309875588411,197,surface lot,229,False,2026-02-20T14:48:59.464672,OpenStreetMap,52,13390.0,11560.0,11848.0,11094.0,9216.0,13805.0,9831.0,7987.0,88731.0,SW,22.566155615887308,High overlap (77.4%) with same-direction sites
"Location (35.1320, -85.2399)",35.13200395629949,-85.23993400367486,197,large surface lot,230,False,2026-02-20T14:48:59.464672,OpenStreetMap,7,11729.0,10331.0,10472.0,8041.0,7919.0,13523.0,16910.0,13506.0,92431.0,W,30.42795253890852,High overlap (69.6%) with same-direction sites
"Location (35.0061, -85.2141)",35.00607907756181,-85.21409768093477,193,large surface lot,231,False,2026-02-20T14:48:59.464672,OpenStreetMap,3,14890.0,11276.0,16464.0,11574.0,11619.0,22909.0,21457.0,21849.0,132038.0,SW,41.50593891104318,High overlap (58.5%) with same-direction sites
"Location (35.0205, -85.2881)",35.02045248159633,-85.28805249575068,193,surface lot,232,False,2026-02-20T14:48:59.464672,OpenStreetMap,28,22847.0,25066.0,22485.0,24272.0,24291.0,13206.0,13300.0,16450.0,161917.0,NE,70.0,Serves different direction than overlapping sites
"Location (35.1246, -85.2368)",35.124635131398584,-85.23680593255123,192,large surface lot,233,False,2026-02-20T14:48:59.464672,OpenStreetMap,7,10502.0,10504.0,10176.0,8041.0,7919.0,11996.0,16708.0,11766.0,87612.0,W,40.04393950916304,High overlap (60.0%) with same-direction sites
"Location (35.1073, -85.2372)",35.10729093983392,-85.23724249981053,191,large surface lot,234,False,2026-02-20T14:48:59.464672,OpenStreetMap,40,15268.0,7959.0,14919.0,15008.0,12497.0,8536.0,11499.0,16852.0,102538.0,NW,70.0,Serves different direction than overlapping sites
"Location (35.0107, -85.1644)",35.0107085245326,-85.16441748143093,191,large surface lot,235,False,2026-02-20T14:48:59.464672,OpenStreetMap,54,23244.0,19886.0,15684.0,19563.0,11637.0,16281.0,15435.0,18505.0,140235.0,N,24.79250581262187,High overlap (75.2%) with same-direction sites
"Location (35.0401, -85.2587)",35.04013333301753,-85.25871789506198,191,large surface lot,236,False,2026-02-20T14:48:59.464672,OpenStreetMap,22,11184.0,13641.0,14530.0,23370.0,19843.0,22592.0,21464.0,17602.0,144226.0,SE,70.0,Serves different direction than overlapping sites
"Location (35.0488, -85.1461)",35.04883482824138,-85.14611443381857,191,large surface lot,237,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,6860.0,14382.0,17334.0,20629.0,14407.0,19985.0,10168.0,15371.0,119136.0,SE,100.0,Isolated site (no nearby competitors)
"Location (35.1338, -85.2408)",35.13375757476022,-85.24075780614908,190,large surface lot,238,False,2026-02-20T14:48:59.464672,OpenStreetMap,7,12575.0,15735.0,10472.0,6411.0,7919.0,16471.0,15633.0,16171.0,101387.0,SW,33.04205297139986,High overlap (67.0%) with same-direction sites
"Location (35.0361, -85.2689)",35.03610405113735,-85.26893499881493,190,large surface lot,239,False,2026-02-20T14:48:59.464672,OpenStreetMap,19,12138.0,16869.0,18291.0,21634.0,20245.0,18632.0,20746.0,21280.0,149835.0,SE,32.282237260531446,High overlap (67.7%) with same-direction sites
"Location (35.1240, -85.3062)",35.12400009538606,-85.30617026160455,189,large surface lot,240,False,2026-02-20T14:48:59.464672,OpenStreetMap,57,12547.0,14210.0,19317.0,15326.0,18176.0,9979.0,11423.0,13606.0,114584.0,E,38.776491948099846,High overlap (61.2%) with same-direction sites
"Location (35.0564, -85.1259)",35.056376939273626,-85.12594357784755,189,surface lot,241,False,2026-02-20T14:48:59.464672,OpenStreetMap,17,3986.0,11387.0,11003.0,21715.0,19188.0,12617.0,15995.0,9668.0,105559.0,SE,22.12419623364922,High overlap (77.9%) with same-direction sites
"Location (35.0389, -85.3084)",35.03885240218252,-85.30836491584081,188,surface lot,242,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19924.0,17134.0,22967.0,24786.0,16234.0,12097.0,9674.0,8733.0,131549.0,SE,40.74073128932141,High overlap (59.3%) with same-direction sites
"Location (35.1330, -85.2406)",35.133025281656096,-85.24058407280651,188,large surface lot,243,False,2026-02-20T14:48:59.464672,OpenStreetMap,7,12575.0,12976.0,10472.0,6411.0,7919.0,16471.0,15633.0,16171.0,98628.0,SW,31.85846615548461,High overlap (68.1%) with same-direction sites
"Location (35.1181, -85.2505)",35.11805449450808,-85.25054389578636,185,surface lot,244,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,15916.0,11099.0,10341.0,10824.0,8210.0,14651.0,16829.0,14177.0,102047.0,W,100.0,Isolated site (no nearby competitors)
"Location (35.0194, -85.2396)",35.01944432048316,-85.23959659423616,183,surface lot,245,False,2026-02-20T14:48:59.464672,OpenStreetMap,46,17357.0,13215.0,15675.0,13099.0,24311.0,23838.0,20284.0,21331.0,149110.0,S,70.0,Serves different direction than overlapping sites
"Location (35.1445, -85.2190)",35.14450834761939,-85.21902816790875,182,large surface lot,246,False,2026-02-20T14:48:59.464672,OpenStreetMap,50,16316.0,16815.0,11149.0,9968.0,8824.0,14215.0,19342.0,13369.0,109998.0,W,33.82390661284261,High overlap (66.2%) with same-direction sites
"Location (35.0487, -85.2783)",35.04872798842454,-85.2782912202018,182,large surface lot,247,False,2026-02-20T14:48:59.464672,OpenStreetMap,58,11921.0,11597.0,19656.0,24503.0,22533.0,19406.0,20243.0,19029.0,148888.0,SE,26.877095096250812,High overlap (73.1%) with same-direction sites
Ooltewah High School's Parking Lot #3,35.093516765264035,-85.06365580870352,181,large surface lot,248,False,2026-02-20T14:48:59.464672,OpenStreetMap,15,8283.0,8401.0,8292.0,9508.0,18101.0,15146.0,4978.0,10719.0,83428.0,S,36.52070467984115,High overlap (63.5%) with same-direction sites
"Location (35.0405, -85.3140)",35.04046298769529,-85.31395242327993,181,surface lot,249,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19119.0,20346.0,20546.0,20986.0,11314.0,10794.0,10109.0,7219.0,120433.0,SE,37.43346421492125,High overlap (62.6%) with same-direction sites
"Location (35.0055, -85.2228)",35.00547800271607,-85.22284459194684,180,surface lot,250,False,2026-02-20T14:48:59.464672,OpenStreetMap,59,16939.0,12483.0,17153.0,13765.0,14972.0,21239.0,21900.0,20512.0,138963.0,W,22.84993872778378,High overlap (77.2%) with same-direction sites
"Location (35.0911, -85.0611)",35.09111294349297,-85.06113744768001,180,large surface lot,251,False,2026-02-20T14:48:59.464672,OpenStreetMap,15,10075.0,8401.0,6437.0,9508.0,18929.0,15146.0,4978.0,10719.0,84193.0,S,43.22275549021698,High overlap (56.8%) with same-direction sites
"Location (35.0477, -85.3121)",35.04769278743794,-85.3121031360442,180,surface lot,252,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,20507.0,14868.0,17664.0,20747.0,17185.0,14257.0,8559.0,6232.0,120019.0,SE,38.82491933638285,High overlap (61.2%) with same-direction sites
"Location (35.0448, -85.3203)",35.04480735575265,-85.32032500385795,180,large surface lot,253,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,17290.0,17671.0,25164.0,22706.0,13416.0,6966.0,4813.0,4718.0,112744.0,E,42.95534469615241,High overlap (57.0%) with same-direction sites
"Location (35.0401, -85.2715)",35.04010913996975,-85.27151921201721,180,large surface lot,254,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,13792.0,17843.0,21183.0,22060.0,23257.0,15628.0,17111.0,22654.0,153528.0,S,100.0,Isolated site (no nearby competitors)
"Location (35.0490, -85.2944)",35.04895531029506,-85.29442336969461,179,large surface lot,255,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19862.0,10358.0,19734.0,23529.0,23611.0,16976.0,14949.0,19640.0,148659.0,S,31.21730909757998,High overlap (68.8%) with same-direction sites
"Location (35.0625, -85.2756)",35.06254193359691,-85.27562720748429,179,large surface lot,256,False,2026-02-20T14:48:59.464672,OpenStreetMap,34,11163.0,5742.0,11004.0,23124.0,20319.0,25063.0,16415.0,20342.0,133172.0,SW,70.0,Serves different direction than overlapping sites
"Location (35.0748, -85.2029)",35.07484278845745,-85.20291168211516,178,large surface lot,257,False,2026-02-20T14:48:59.464672,OpenStreetMap,52,11595.0,11560.0,11848.0,10913.0,6879.0,13805.0,9994.0,8914.0,85508.0,SW,35.97050142783974,High overlap (64.0%) with same-direction sites
"Location (35.0114, -85.2393)",35.011422544531925,-85.23930496611405,178,large surface lot,258,False,2026-02-20T14:48:59.464672,OpenStreetMap,37,21452.0,15888.0,19460.0,16674.0,21770.0,22205.0,22295.0,22741.0,162485.0,NW,70.0,Serves different direction than overlapping sites
"Location (35.0257, -85.2775)",35.02569144936846,-85.27753851311849,177,large surface lot,259,False,2026-02-20T14:48:59.464672,OpenStreetMap,43,15568.0,21880.0,22622.0,25029.0,26824.0,15250.0,16416.0,23676.0,167265.0,S,70.0,Serves different direction than overlapping sites
"Location (35.0441, -85.2600)",35.04412055706158,-85.26003512652747,177,large surface lot,260,False,2026-02-20T14:48:59.464672,OpenStreetMap,22,10995.0,14658.0,13282.0,23653.0,19981.0,25136.0,19761.0,18501.0,145967.0,SW,32.43927783978072,High overlap (67.6%) with same-direction sites
"Location (35.0224, -85.2433)",35.02244506574417,-85.24326548874096,176,large surface lot,261,False,2026-02-20T14:48:59.464672,OpenStreetMap,18,19805.0,13154.0,14796.0,16458.0,23032.0,23537.0,22289.0,27246.0,160317.0,NW,35.537921476469435,High overlap (64.5%) with same-direction sites
"Location (35.0388, -85.1575)",35.03882492068268,-85.1575376653746,175,large surface lot,262,False,2026-02-20T14:48:59.464672,OpenStreetMap,5,12050.0,13671.0,19538.0,17745.0,18196.0,13429.0,9431.0,13455.0,117515.0,E,36.12087054448322,High overlap (63.9%) with same-direction sites
"Location (35.0499, -85.2870)",35.04986247142386,-85.28704895920951,175,large surface lot,263,False,2026-02-20T14:48:59.464672,OpenStreetMap,60,19098.0,10266.0,15673.0,23032.0,22504.0,17710.0,20498.0,17936.0,146717.0,SE,70.0,Serves different direction than overlapping sites
"Location (35.1193, -85.2882)",35.11931777484737,-85.28819086362591,174,large surface lot,264,False,2026-02-20T14:48:59.464672,OpenStreetMap,44,11980.0,15207.0,15820.0,8937.0,14821.0,14280.0,13616.0,19682.0,114343.0,NW,32.09248922644725,High overlap (67.9%) with same-direction sites
"Location (35.0373, -85.2639)",35.03727085839831,-85.26386819709006,174,large surface lot,265,False,2026-02-20T14:48:59.464672,OpenStreetMap,19,13134.0,15760.0,16974.0,21566.0,21391.0,20320.0,23260.0,21953.0,154358.0,W,70.0,Serves different direction than overlapping sites
"Location (35.0807, -85.2638)",35.08069309054408,-85.26383884415463,174,large surface lot,266,False,2026-02-20T14:48:59.464672,OpenStreetMap,55,17532.0,7764.0,7146.0,12573.0,17126.0,20160.0,16898.0,13027.0,112226.0,SW,45.51752129157695,High overlap (54.5%) with same-direction sites
"Location (35.0507, -85.3124)",35.05074673347245,-85.31236470843106,173,surface lot,267,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,18200.0,14868.0,17799.0,22696.0,20158.0,12536.0,8559.0,7097.0,121913.0,SE,32.52668030872511,High overlap (67.5%) with same-direction sites
"Location (35.0417, -85.2999)",35.04172856626393,-85.29987551387774,172,surface lot,268,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,24518.0,18044.0,22553.0,18091.0,18535.0,12289.0,11821.0,13297.0,139148.0,N,33.08403578569505,High overlap (66.9%) with same-direction sites
"Location (35.0245, -85.3113)",35.024524262320774,-85.31131275168302,170,large surface lot,269,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,21843.0,21433.0,27298.0,21223.0,11910.0,9922.0,7112.0,8419.0,129160.0,E,100.0,Isolated site (no nearby competitors)
"Location (35.0349, -85.3148)",35.03485825565589,-85.31478768666685,170,surface lot,270,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,18593.0,21700.0,23374.0,17795.0,10762.0,9842.0,8394.0,7842.0,118302.0,E,36.146012693364874,High overlap (63.9%) with same-direction sites
"Location (35.0494, -85.2763)",35.049368416335724,-85.27629572592517,169,large surface lot,271,False,2026-02-20T14:48:59.464672,OpenStreetMap,58,11921.0,12583.0,18169.0,24051.0,22533.0,20547.0,20243.0,18460.0,148507.0,SE,26.877095096250812,High overlap (73.1%) with same-direction sites
"Location (35.0114, -85.1634)",35.01139977931242,-85.16337624545729,169,large surface lot,272,False,2026-02-20T14:48:59.464672,OpenStreetMap,54,22077.0,19886.0,15684.0,19563.0,11637.0,16281.0,17347.0,18505.0,140980.0,N,18.705197011975716,High overlap (81.3%) with same-direction sites
"Location (35.1149, -85.2919)",35.1148722784391,-85.29189703406298,169,large surface lot,273,False,2026-02-20T14:48:59.464672,OpenStreetMap,32,11208.0,16880.0,14248.0,10060.0,18057.0,14838.0,16355.0,19031.0,120677.0,NW,70.0,Serves different direction than overlapping sites
"Location (35.0404, -85.1490)",35.040445180521964,-85.14895808008409,169,large surface lot,274,False,2026-02-20T14:48:59.464672,OpenStreetMap,30,11755.0,14303.0,18964.0,15953.0,19034.0,20543.0,11495.0,14325.0,126372.0,SW,70.0,Serves different direction than overlapping sites
"Location (35.0545, -85.3196)",35.0545477259629,-85.31961971966665,168,surface lot,275,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,13460.0,19312.0,14604.0,23413.0,14671.0,7143.0,6694.0,5583.0,104880.0,SE,100.0,Isolated site (no nearby competitors)
"Location (35.1002, -85.1353)",35.10023893127655,-85.13532858171357,167,large surface lot,276,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,9552.0,9285.0,4767.0,7401.0,7245.0,9467.0,8084.0,11932.0,67733.0,NW,100.0,Isolated site (no nearby competitors)
"Location (35.0149, -85.2092)",35.014905397467935,-85.20921460292746,167,large surface lot,277,False,2026-02-20T14:48:59.464672,OpenStreetMap,3,14779.0,10369.0,16778.0,10973.0,12097.0,23401.0,25689.0,21909.0,135995.0,W,36.516159530008395,High overlap (63.5%) with same-direction sites
"Location (35.1455, -85.2208)",35.1454769979733,-85.22080351776673,167,large surface lot,278,False,2026-02-20T14:48:59.464672,OpenStreetMap,50,12023.0,16616.0,11149.0,11276.0,8824.0,14670.0,19187.0,13369.0,107114.0,W,31.470694730321657,High overlap (68.5%) with same-direction sites
"Location (35.0411, -85.2619)",35.04112187414429,-85.26187919454507,167,large surface lot,279,False,2026-02-20T14:48:59.464672,OpenStreetMap,22,11949.0,14664.0,13746.0,22013.0,21280.0,24718.0,22245.0,20021.0,150636.0,SW,44.467116075809045,High overlap (55.5%) with same-direction sites
"Location (35.0587, -85.1503)",35.05872021679104,-85.15026196261664,166,large surface lot,280,False,2026-02-20T14:48:59.464672,OpenStreetMap,56,8597.0,3748.0,13921.0,17932.0,22976.0,18416.0,9759.0,15131.0,110480.0,S,44.017414285935374,High overlap (56.0%) with same-direction sites
"Location (35.0591, -85.1535)",35.05914970073388,-85.15354218870745,166,large surface lot,281,False,2026-02-20T14:48:59.464672,OpenStreetMap,56,8597.0,3748.0,11568.0,16679.0,22231.0,15643.0,10377.0,15131.0,103974.0,S,30.258065775930543,High overlap (69.7%) with same-direction sites
"Location (35.0090, -85.3241)",35.009012867304065,-85.32408620878323,166,large surface lot,282,False,2026-02-20T14:48:59.464672,OpenStreetMap,33,11804.0,19429.0,22096.0,16622.0,8975.0,12947.0,6778.0,10034.0,108685.0,E,70.0,Serves different direction than overlapping sites
"Location (35.0485, -85.3134)",35.048463628930655,-85.3134420230786,165,surface lot,283,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19133.0,14868.0,19770.0,20747.0,17409.0,13705.0,8994.0,6232.0,120858.0,SE,34.87731662399629,High overlap (65.1%) with same-direction sites
33,35.05084487141825,-85.29906922781915,163,surface lot,284,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19510.0,9426.0,15678.0,27628.0,19965.0,20265.0,11593.0,16360.0,140425.0,SE,31.047512338542226,High overlap (69.0%) with same-direction sites
"Location (35.0251, -85.3177)",35.02507835788485,-85.31765153160985,162,surface lot,285,False,2026-02-20T14:48:59.464672,OpenStreetMap,51,14833.0,22468.0,24638.0,15648.0,11204.0,10855.0,6431.0,4577.0,110654.0,E,43.410845586256585,High overlap (56.6%) with same-direction sites
"Location (35.0664, -85.1259)",35.06635922786362,-85.12589915166805,159,surface lot,286,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,12682.0,10638.0,10135.0,18071.0,17932.0,15633.0,10808.0,7317.0,103216.0,SE,100.0,Isolated site (no nearby competitors)
"Location (35.0529, -85.3128)",35.05286766085298,-85.31283830403189,156,surface lot,287,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,18200.0,18285.0,16703.0,21602.0,18455.0,9459.0,7773.0,8959.0,119436.0,SE,36.86483610327045,High overlap (63.1%) with same-direction sites
"Location (35.1208, -85.2904)",35.12078309579202,-85.29038178041537,156,surface lot,288,False,2026-02-20T14:48:59.464672,OpenStreetMap,44,10315.0,15585.0,16879.0,10859.0,16743.0,15962.0,17533.0,16834.0,120710.0,W,70.0,Serves different direction than overlapping sites
"Location (35.0289, -85.2417)",35.02888891345568,-85.24170084888826,156,surface lot,289,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,19183.0,13761.0,12883.0,16715.0,22401.0,23467.0,26771.0,20354.0,155535.0,W,100.0,Isolated site (no nearby competitors)
"Location (35.0503, -85.3092)",35.05031379973007,-85.30916912181074,154,surface lot,290,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19654.0,15473.0,17799.0,23856.0,16399.0,13088.0,8559.0,8959.0,123787.0,SE,38.48378302569414,High overlap (61.5%) with same-direction sites
