name,Latitude,Longitude,capacity,type,parking_id,capacity_estimated,processing_date,data_source
"Location (35.0507, -85.3113)",35.05073522874692,-85.31126268550427,51,surface lot,449,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1269, -85.2158)",35.126900030548434,-85.21584547658117,51,surface lot,450,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0410, -85.3059)",35.04099605785371,-85.30590317473718,51,surface lot,451,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1537, -85.2483)",35.153688643101745,-85.24830080642108,51,surface lot,452,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0450, -85.3115)",35.04501257872872,-85.31145640465141,51,surface lot,453,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0506, -85.1328)",35.050604284507,-85.13281330436963,50,surface lot,454,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0630, -85.3031)",35.06297766958749,-85.30314032813763,50,surface lot,455,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0488, -85.3039)",35.04882878220551,-85.30387725883605,50,surface lot,456,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0345, -85.3072)",35.03452393762402,-85.3071801023775,50,surface lot,457,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0308, -85.2699)",35.03082361484079,-85.26989151087975,50,surface lot,458,False,2026-02-20T14:48:59.464672,OpenStreetMap
