name,Latitude,Longitude,capacity,type,parking_id,capacity_estimated,processing_date,data_source
"Location (35.0487, -85.2783)",35.04872798842454,-85.2782912202018,182,large surface lot,247,False,2026-02-20T14:48:59.464672,OpenStreetMap
Ooltewah High School's Parking Lot #3,35.093516765264035,-85.06365580870352,181,large surface lot,248,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0405, -85.3140)",35.04046298769529,-85.31395242327993,181,surface lot,249,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0055, -85.2228)",35.00547800271607,-85.22284459194684,180,surface lot,250,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0911, -85.0611)",35.09111294349297,-85.06113744768001,180,large surface lot,251,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0477, -85.3121)",35.04769278743794,-85.3121031360442,180,surface lot,252,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0448, -85.3203)",35.04480735575265,-85.32032500385795,180,large surface lot,253,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0401, -85.2715)",35.04010913996975,-85.27151921201721,180,large surface lot,254,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0490, -85.2944)",35.04895531029506,-85.29442336969461,179,large surface lot,255,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0625, -85.2756)",35.06254193359691,-85.27562720748429,179,large surface lot,256,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0748, -85.2029)",35.07484278845745,-85.20291168211516,178,large surface lot,257,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0114, -85.2393)",35.011422544531925,-85.23930496611405,178,large surface lot,258,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0257, -85.2775)",35.02569144936846,-85.27753851311849,177,large surface lot,259,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0441, -85.2600)",35.04412055706158,-85.26003512652747,177,large surface lot,260,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0224, -85.2433)",35.02244506574417,-85.24326548874096,176,large surface lot,261,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0388, -85.1575)",35.03882492068268,-85.1575376653746,175,large surface lot,262,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0499, -85.2870)",35.04986247142386,-85.28704895920951,175,large surface lot,263,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1193, -85.2882)",35.11931777484737,-85.28819086362591,174,large surface lot,264,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0373, -85.2639)",35.03727085839831,-85.26386819709006,174,large surface lot,265,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0807, -85.2638)",35.08069309054408,-85.26383884415463,174,large surface lot,266,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0507, -85.3124)",35.05074673347245,-85.31236470843106,173,surface lot,267,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0417, -85.2999)",35.04172856626393,-85.29987551387774,172,surface lot,268,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0245, -85.3113)",35.024524262320774,-85.31131275168302,170,large surface lot,269,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0349, -85.3148)",35.03485825565589,-85.31478768666685,170,surface lot,270,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0494, -85.2763)",35.049368416335724,-85.27629572592517,169,large surface lot,271,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0114, -85.1634)",35.01139977931242,-85.16337624545729,169,large surface lot,272,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1149, -85.2919)",35.1148722784391,-85.29189703406298,169,large surface lot,273,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0404, -85.1490)",35.040445180521964,-85.14895808008409,169,large surface lot,274,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0545, -85.3196)",35.0545477259629,-85.31961971966665,168,surface lot,275,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1002, -85.1353)",35.10023893127655,-85.13532858171357,167,large surface lot,276,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0149, -85.2092)",35.014905397467935,-85.20921460292746,167,large surface lot,277,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1455, -85.2208)",35.1454769979733,-85.22080351776673,167,large surface lot,278,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0411, -85.2619)",35.04112187414429,-85.26187919454507,167,large surface lot,279,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0587, -85.1503)",35.05872021679104,-85.15026196261664,166,large surface lot,280,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0591, -85.1535)",35.05914970073388,-85.15354218870745,166,large surface lot,281,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0090, -85.3241)",35.009012867304065,-85.32408620878323,166,large surface lot,282,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0485, -85.3134)",35.048463628930655,-85.3134420230786,165,surface lot,283,False,2026-02-20T14:48:59.464672,OpenStreetMap
33,35.05084487141825,-85.29906922781915,163,surface lot,284,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0251, -85.3177)",35.02507835788485,-85.31765153160985,162,surface lot,285,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0664, -85.1259)",35.06635922786362,-85.12589915166805,159,surface lot,286,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0529, -85.3128)",35.05286766085298,-85.31283830403189,156,surface lot,287,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1208, -85.2904)",35.12078309579202,-85.29038178041537,156,surface lot,288,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0289, -85.2417)",35.02888891345568,-85.24170084888826,156,surface lot,289,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0503, -85.3092)",35.05031379973007,-85.30916912181074,154,surface lot,290,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0427, -85.2985)",35.04274994710871,-85.298460899894,154,surface lot,291,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0443, -85.3118)",35.04426535533698,-85.31182751731072,152,surface lot,292,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1237, -85.2408)",35.12369679195592,-85.2407805592824,152,surface lot,293,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0499, -85.3206)",35.04990959301336,-85.32057246681273,149,surface lot,294,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0444, -85.3099)",35.04440362016171,-85.309889679243,148,surface lot,295,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0075, -85.3910)",35.00748689255336,-85.39104390506222,148,surface lot,296,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0565, -85.2797)",35.056483015219875,-85.27966022836407,147,surface lot,297,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0400, -85.3066)",35.040030182960805,-85.3065578625652,147,surface lot,298,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1287, -85.2139)",35.12869936176326,-85.21389258894169,145,surface lot,299,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0467, -85.1549)",35.04670791346054,-85.15489484322836,140,surface lot,300,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0632, -85.3124)",35.06324074131926,-85.31239766589742,138,surface lot,301,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0072, -85.2079)",35.00720027256749,-85.20787084839509,138,surface lot,302,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0959, -85.2549)",35.09591409032697,-85.25493790888186,138,surface lot,303,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0833, -85.0578)",35.08328220860072,-85.0577888889841,136,surface lot,304,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0463, -85.3099)",35.04632784954526,-85.30990395707938,136,surface lot,305,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1201, -85.3055)",35.12014935076904,-85.3054793453956,134,surface lot,306,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0469, -85.3216)",35.04689379538786,-85.32156257369326,133,surface lot,307,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0493, -85.3052)",35.049342198576475,-85.30521080176429,131,surface lot,308,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0601, -85.3027)",35.06010872001944,-85.30266088304532,131,surface lot,309,False,2026-02-20T14:48:59.464672,OpenStreetMap
Unum,35.04997194445893,-85.30490170321282,131,surface lot,310,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0609, -85.3222)",35.06091058157827,-85.32217177931587,131,surface lot,311,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0608, -85.1881)",35.06083450250172,-85.18812319865961,131,surface lot,312,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0429, -85.3052)",35.04294842390034,-85.30518961019767,130,surface lot,313,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0871, -85.3372)",35.08712293510083,-85.33722591980943,127,surface lot,314,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0109, -85.2239)",35.010875084466264,-85.22392793667348,125,surface lot,315,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0818, -85.0849)",35.08180630033613,-85.0848681744363,124,surface lot,316,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0377, -85.3131)",35.03774027557905,-85.31313257170261,121,surface lot,317,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1511, -85.2485)",35.15106195602219,-85.24853998331838,121,surface lot,318,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1221, -85.3072)",35.1220749113612,-85.30717949997839,120,surface lot,319,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0453, -85.3062)",35.04533574842015,-85.30624295376832,120,surface lot,320,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0476, -85.3019)",35.04761362469807,-85.30192614291391,119,surface lot,321,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0542, -85.3069)",35.054239740454946,-85.30691275516311,118,surface lot,322,False,2026-02-20T14:48:59.464672,OpenStreetMap
Short Term Lot,35.03746094701015,-85.19598048868377,118,surface lot,323,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0912, -85.2237)",35.09117390527836,-85.22366456152275,117,surface lot,324,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1342, -85.2822)",35.13419662343482,-85.28222550172755,117,surface lot,325,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0632, -85.3081)",35.063185655534205,-85.3081436553883,116,surface lot,326,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0551, -85.3114)",35.055085888970936,-85.31137367819981,116,surface lot,327,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0452, -85.3124)",35.04523008816238,-85.31244974235386,115,surface lot,328,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0448, -85.3571)",35.0447884850816,-85.35709015182084,115,surface lot,329,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0257, -85.2176)",35.02567250272517,-85.21760736203497,114,surface lot,330,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0399, -85.3122)",35.03991825629057,-85.31221319297156,114,surface lot,331,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1218, -85.2935)",35.12184009409887,-85.2934550083467,113,surface lot,332,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1408, -85.2294)",35.140769913412825,-85.22939826892025,113,surface lot,333,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1127, -85.2054)",35.112683799033135,-85.20537316127789,112,surface lot,334,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1103, -85.2954)",35.1103107795358,-85.2954434404688,112,surface lot,335,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0452, -85.1613)",35.04519017083753,-85.16134834596392,111,surface lot,336,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0483, -85.3062)",35.04834739504538,-85.30620125917146,111,surface lot,337,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0437, -85.3047)",35.0436502885317,-85.30470117135424,111,surface lot,338,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0328, -85.3132)",35.03284455889346,-85.31321586208793,109,surface lot,339,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0433, -85.1403)",35.04327145310285,-85.14025352428297,108,surface lot,340,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0373, -85.3118)",35.03730512794441,-85.3118063260606,108,surface lot,341,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0199, -85.3403)",35.01985058743518,-85.34033297301808,108,surface lot,342,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0770, -85.2041)",35.07701672882077,-85.20413920155889,108,surface lot,343,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0891, -85.1773)",35.08907076879332,-85.17725209756743,108,surface lot,344,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0503, -85.3088)",35.050321593009535,-85.3088163274759,107,surface lot,345,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1409, -85.1748)",35.140855940139204,-85.17481992596463,107,surface lot,346,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0544, -85.3102)",35.054420507023195,-85.310206466985,106,surface lot,347,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0184, -85.3377)",35.018375356895966,-85.33771678969289,106,surface lot,348,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1020, -85.2747)",35.10199446736073,-85.27469856487515,106,surface lot,349,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0904, -85.0655)",35.09035764287096,-85.06554750681825,105,surface lot,350,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0441, -85.2791)",35.044064183302446,-85.27912276520064,103,surface lot,351,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0362, -85.3051)",35.036217939039275,-85.30511006589795,103,surface lot,352,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1099, -85.2164)",35.10989546114602,-85.21638505154309,103,surface lot,353,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0058, -85.2325)",35.0058288104562,-85.23252086888061,102,surface lot,354,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0655, -85.3108)",35.06551930010186,-85.31081321405098,102,surface lot,355,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0318, -85.1846)",35.03183567191634,-85.18456417255284,101,surface lot,356,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0628, -85.3110)",35.06277680972257,-85.31104928566432,100,surface lot,357,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0465, -85.3051)",35.04652039230297,-85.30514680845815,100,surface lot,358,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0308, -85.1743)",35.0308189,-85.1742751,100,surface lot,359,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1561, -85.1967)",35.15612026668423,-85.19670835812738,99,surface lot,360,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0821, -85.0836)",35.08211326592861,-85.08363682731078,99,surface lot,361,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0056, -85.2211)",35.00560995947682,-85.2210744072435,99,surface lot,362,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0497, -85.3039)",35.04965364116163,-85.3038803534516,99,surface lot,363,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0457, -85.3027)",35.04567076775691,-85.30267997938348,96,surface lot,364,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0652, -85.2739)",35.06520817761108,-85.27387004043086,95,surface lot,365,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1449, -85.2405)",35.14487566790553,-85.24054894846365,95,surface lot,366,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0508, -85.3045)",35.0508336705276,-85.30453083786148,95,surface lot,367,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0351, -85.3120)",35.03514836725761,-85.3119754208562,94,surface lot,368,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0353, -85.3131)",35.03529105758172,-85.31308630584438,94,surface lot,369,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0495, -85.2880)",35.049459479554166,-85.28802447587341,94,surface lot,370,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0433, -85.2963)",35.04330814978075,-85.29626579433818,90,surface lot,371,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0364, -85.3057)",35.03637417758227,-85.30565160032293,89,surface lot,372,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0540, -85.3125)",35.054012233555696,-85.31246526974468,89,surface lot,373,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1132, -85.2641)",35.1132070463206,-85.26406523683444,88,surface lot,374,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0820, -85.0842)",35.08197616340573,-85.08423363603532,88,surface lot,375,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0964, -85.2532)",35.09644843809868,-85.25324195195547,88,surface lot,376,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0523, -85.2978)",35.05231990837587,-85.29779047619226,88,surface lot,377,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0167, -85.2357)",35.01668526642421,-85.23571866758694,88,surface lot,378,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0839, -85.0634)",35.08386728738156,-85.06337475330285,88,surface lot,379,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0619, -85.3081)",35.061910366632965,-85.30807203408908,88,surface lot,380,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0495, -85.3031)",35.049473202483696,-85.30308461327631,87,surface lot,381,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0484, -85.3041)",35.04843744716509,-85.30414019339513,87,surface lot,382,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0446, -85.3130)",35.04459331258978,-85.31295266367535,87,surface lot,383,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1421, -85.2378)",35.1420635652985,-85.2378025370127,86,surface lot,384,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0453, -85.2959)",35.04525983184667,-85.29591510791636,85,surface lot,385,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0425, -85.1978)",35.04254272993663,-85.19784879265468,85,surface lot,386,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0470, -85.1537)",35.04703628056034,-85.15369297312434,85,surface lot,387,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0171, -85.3234)",35.01705219736802,-85.32336403190399,84,surface lot,388,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0468, -85.3080)",35.046823346075854,-85.30803514502146,82,surface lot,389,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0721, -85.1320)",35.07205558734025,-85.13196324316854,81,surface lot,390,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0350, -85.2069)",35.035003055316096,-85.20689474369976,78,surface lot,391,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0484, -85.3204)",35.04838912664305,-85.3204107818403,77,surface lot,392,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0915, -85.0651)",35.0915082115669,-85.06510482789506,77,surface lot,393,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0102, -85.2146)",35.01021659996227,-85.21463525781625,74,surface lot,394,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0428, -85.2917)",35.04277132642124,-85.2917155073621,74,surface lot,395,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0201, -85.3403)",35.02008211800106,-85.34031429694933,74,surface lot,396,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0823, -85.0584)",35.082251533155265,-85.05841486321074,74,surface lot,397,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0925, -85.3044)",35.09252922267051,-85.30442067853735,73,surface lot,398,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0690, -85.2886)",35.06900404991419,-85.28862971958424,73,surface lot,399,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0440, -85.1566)",35.04399147155459,-85.15656223115232,73,surface lot,400,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1014, -85.2741)",35.101363525980624,-85.27414118910697,72,surface lot,401,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0930, -85.3052)",35.093031688183714,-85.305208213433,72,surface lot,402,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0458, -85.3032)",35.045819739506214,-85.30320602208882,71,surface lot,403,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0420, -85.3024)",35.0420418987999,-85.30242816346835,71,surface lot,404,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0361, -85.3092)",35.036137545725175,-85.30923749843295,71,surface lot,405,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0507, -85.3050)",35.05069797480284,-85.30502034904833,71,surface lot,406,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1551, -85.2482)",35.1550621279136,-85.24822830163262,71,surface lot,407,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0106, -85.2120)",35.01058804943503,-85.21199105859314,71,surface lot,408,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1526, -85.2421)",35.152574598550025,-85.24213388215489,70,surface lot,409,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1467, -85.2214)",35.146661986628786,-85.22144916671827,70,surface lot,410,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1243, -85.3020)",35.12425403235082,-85.30197989902092,70,surface lot,411,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0613, -85.3093)",35.06125289864448,-85.30925758049517,69,surface lot,412,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0341, -85.2065)",35.034119209730186,-85.20651550314132,69,surface lot,413,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0455, -85.1624)",35.045492110108256,-85.16237576889189,67,surface lot,414,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0439, -85.3057)",35.04393614872973,-85.30568090002332,67,surface lot,415,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0116, -85.2134)",35.01156529734761,-85.21342631577687,66,surface lot,416,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0476, -85.3068)",35.04757378607601,-85.30677592766769,65,surface lot,417,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0909, -85.0653)",35.09087226322973,-85.06530047185157,65,surface lot,418,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0493, -85.3135)",35.049318894773336,-85.31352727633838,65,surface lot,419,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0127, -85.2288)",35.01273842930068,-85.22879359389265,65,surface lot,420,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0266, -85.2538)",35.02661247820976,-85.25382361212543,64,surface lot,421,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0512, -85.3101)",35.05116114127173,-85.3101480390994,63,surface lot,422,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0323, -85.1858)",35.03233663793065,-85.18576456392432,63,surface lot,423,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1284, -85.1973)",35.12835282282113,-85.19734340712046,61,surface lot,424,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0407, -85.3074)",35.04066289970974,-85.30736986468823,60,surface lot,425,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0651, -85.3101)",35.06507799644751,-85.3101291208222,59,surface lot,426,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0628, -85.3131)",35.06284820128521,-85.31314002259259,59,surface lot,427,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1095, -85.2188)",35.10954587687409,-85.21883040947594,59,surface lot,428,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0557, -85.1862)",35.05567701966165,-85.18622722425081,59,surface lot,429,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0120, -85.1584)",35.01201514997338,-85.15842511281159,59,surface lot,430,False,2026-02-20T14:48:59.464672,OpenStreetMap
48,35.04533040257817,-85.30076733272011,59,surface lot,431,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0532, -85.1858)",35.05323770060779,-85.18575435218489,58,surface lot,432,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0353, -85.3087)",35.035300031234875,-85.3086620618421,58,surface lot,433,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0463, -85.3123)",35.04634348389672,-85.31227924790477,58,surface lot,434,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0490, -85.3042)",35.04897282820741,-85.30419297782,57,surface lot,435,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0614, -85.2981)",35.06139175647579,-85.29810827325541,57,surface lot,436,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0566, -85.1256)",35.056628929318364,-85.12559567065875,57,surface lot,437,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1021, -85.2307)",35.10208302342428,-85.23066484428142,56,surface lot,438,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0686, -85.2890)",35.06859740891066,-85.2889725503452,56,surface lot,439,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1558, -85.2481)",35.15578097425068,-85.24810668034532,55,surface lot,440,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1225, -85.2404)",35.122517242581,-85.24037523135391,53,surface lot,441,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.1080, -85.2169)",35.10796857473961,-85.21689515670239,53,surface lot,442,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0103, -85.2126)",35.01027653041836,-85.21262374866188,53,surface lot,443,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0226, -85.3200)",35.022564542504966,-85.31998661322025,53,surface lot,444,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0103, -85.2197)",35.01031428402828,-85.21967875992327,52,surface lot,445,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0412, -85.2989)",35.04121288401757,-85.29887372471157,52,surface lot,446,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0628, -85.3062)",35.062820035655704,-85.306206448451,52,surface lot,447,False,2026-02-20T14:48:59.464672,OpenStreetMap
"Location (35.0480, -85.3132)",35.04798505534965,-85.3132320032941,52,surface lot,448,False,2026-02-20T14:48:59.464672,OpenStreetMap
