zone_id,zone_employment,zone_area_km2,num_pr_sites,nearest_pr_distance_m,coverage_score,weighted_accessibility,has_coverage,coverage_score_raw,coverage_score_normalized,zone_population,is_underserved,service_level
470650101011,73.0,14.110927541129008,0,9999.0,0.0,0.0,False,0.0,0.0,3066.0,False,No Service
470650101012,64.0,22.835707038059304,0,9999.0,0.0,0.0,False,0.0,0.0,2582.0,False,No Service
470650101013,221.0,8.453573086993398,0,9999.0,0.0,0.0,False,0.0,0.0,1476.0,False,No Service
470650101031,174.0,46.54068399027188,0,9999.0,0.0,0.0,False,0.0,0.0,1616.0,False,No Service
470650101032,57.0,5.7118955012637675,0,9999.0,0.0,0.0,False,0.0,0.0,1174.0,False,No Service
470650101033,26.0,13.955894922968067,0,9999.0,0.0,0.0,False,0.0,0.0,1311.0,False,No Service
470650101041,7.0,49.283912123695224,0,9999.0,0.0,0.0,False,0.0,0.0,1300.0,False,No Service
470650101042,15.0,15.285698045287493,0,9999.0,0.0,0.0,False,0.0,0.0,1194.0,False,No Service
470650101043,26.0,21.13238560635932,0,9999.0,0.0,0.0,False,0.0,0.0,1004.0,False,No Service
470650101044,27.0,37.05132121016088,0,9999.0,0.0,0.0,False,0.0,0.0,565.0,False,No Service
470650102011,44.0,10.525626945061688,0,9999.0,0.0,0.0,False,0.0,0.0,1285.0,False,No Service
470650102012,5.0,10.815337655047319,0,9999.0,0.0,0.0,False,0.0,0.0,901.0,False,No Service
470650102013,24.0,20.55954110627466,0,9999.0,0.0,0.0,False,0.0,0.0,1986.0,False,No Service
470650102021,433.0,25.227034379999782,0,9999.0,0.0,0.0,False,0.0,0.0,759.0,False,No Service
470650102022,31.0,42.34934990459701,0,9999.0,0.0,0.0,False,0.0,0.0,1594.0,False,No Service
470650102023,149.0,26.28011623032834,0,9999.0,0.0,0.0,False,0.0,0.0,802.0,False,No Service
470650102024,50.0,16.380866453530473,0,9999.0,0.0,0.0,False,0.0,0.0,1207.0,False,No Service
470650103031,100.0,3.489207918335122,0,9999.0,0.0,0.0,False,0.0,0.0,1490.0,False,No Service
470650103032,89.0,2.2432331046242826,0,9999.0,0.0,0.0,False,0.0,0.0,1669.0,False,No Service
470650103041,38.0,4.248833737727498,0,9999.0,0.0,0.0,False,0.0,0.0,1737.0,False,No Service
